Job Title,Company,Location,Job Link,Salary,Job Type,Posted Date,Vacancy,Description
Customer Service Representative (CSR),Karma Software Solutions (Pvt) Ltd,Lahore,https://pk.indeed.com/company/Karma-Software-Solutions-(Pvt)-Ltd/jobs/Customer-Service-Representative-32c67ab559d3d5aa?fccid=8065e82ecbfac92e&vjs=3,"Rs 70,000 - Rs 90,000 a month",Full-time,Posted 30+ days ago,Hiring 3 candidates for this role,"A leading US based company need CSR's for its backend office. Candidates must be quick learner and have good English communication skills both written & spoken. Candidate also have good command on internet surfing & Microsoft Office.
Handsome salary will be given to selected candidates.
Job Type: Full-time
Salary: Rs70,000.00 - Rs90,000.00 per month
Education:

Bachelor's (Preferred)

Language:

English & Urdu (Preferred)
"
Content Writer - (Remote),Digital Billing Services Private Limited,Lahore,https://pk.indeed.com/company/Digital-Billing-Services-Private-Limited/jobs/Content-Writer-9c2e39af40d4f05a?fccid=fd2f42d0d75c9560&vjs=3,"Rs 35,000 - Rs 40,000 a month",N/A,Posted 16 days ago,Hiring 2 candidates for this role,"Let's grow with us!
We are looking for a content writer to create content for blogs, articles, product descriptions, social media, and the company's website. The content writer's responsibilities include evaluating analytics to adjust content as needed, regularly updating the company's website, and promoting the company blog by pitching articles on daily basis.

Write clear marketing copy to promote our products/services
Prepare well-structured drafts using Content Management Systems
Proofread and edit blog posts before publication
Submit work to editors for input and approval
Coordinate with marketing and design teams to illustrate articles
Promote content on social media
Identify customers’ needs and gaps in our content and recommend new topics
Ensure all-around consistency (style, fonts, images and tone)
Update website content as needed

Salary: Rs35,000.00 - Rs40,000.00 per month
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Required)
"
Customer Service Representative,Live Chat Worldwide,Lahore,https://pk.indeed.com/company/Live-Chat-Worldwide/jobs/Customer-Service-Representative-bdde74867c5fbbfb?fccid=71d7fb19b3f83da3&vjs=3,"Rs 85,000 a month",Full-time,Posted 9 days ago,On-going need to fill this role,"Job description:
We are hiring for customer service representative to manage customer queries and complaints on calls, emails and chats.

Maintaining a positive, empathetic, and professional attitude toward customers at all times and providing exceptional Customer Experience
Responding promptly to customer inquiries, complaints, and queries communicating with customers through various channels including Calls, Chats, Emails, etc.
Acknowledging and resolving customer complaints and make necessary correspondence
Logging the details in relevant CRM software and providing timely updates

Responsibility:

Maintaining a positive, empathetic and professional attitude toward customers at all times and provide exceptional Customer Experience
Responding promptly to customer inquiries, complaints and queries
Communicating with customers through various channels including Calls, Chats, and Emails etc.
Acknowledging and resolving customer complaints and make necessary correspondence
Logging the details in relevant CRM software and providing timely updates
Upselling and conversion passive prospects into long term customers
Warm and cold calling to make sales as per provided targets

Requirements:

Minimum Intermediate or Bachelor’s degree
Previous call center experience is a good asset
Must be comfortable working in night shifts
Good Communication skills (Verbal and Written)
Must be able to deal with pressure

Timings: Night Shift (Rotational Shifts)
Job Type: Full-time
Salary: Up to Rs85,000.00 per month
Application Deadline: 30/04/2023"
"Customer Care Representative - Salary 60,000",Master Time,Lahore,https://pk.indeed.com/company/Master-Time/jobs/Customer-Care-Representative-52eef4915f164505?fccid=b6b0d0c07bc90805&vjs=3,"Rs 60,000 - Rs 65,000 a month",Full-time,Posted 2 days ago,Hiring 4 candidates for this role,"We are hiring a customer service representative to manage customer queries and complaints. You will also be asked to process orders and modifications and escalate complaints across a number of communication channels. To do well in this role you need to be able to remain calm when customers are frustrated and have experience working with computers.
Customer Service Representative Responsibilities:
A Customer Service Representative’s duty is to support customers. This main responsibility covers lots of duties, such as:

Providing introductory information to new customers
Ensuring that customers are satisfied with products or services
Following up with clients or customers to check that they’re still satisfied with any purchases
Letting customers or clients know about additional products or services
Determining the quickest, most effective ways to answer a client’s or customer’s questions
Escalating queries and concerns
Troubleshooting common issues with a product or service
Working with a team of CSRs and other departments to find appropriate solutions

Job Type: Full-time
Salary: Rs60,000.00 - Rs65,000.00 per month"
Customer Service Specialist,Progressive Resource,Lahore,https://pk.indeed.com/company/Progressive-Resource/jobs/Customer-Service-Specialist-f544e6775df357a1?fccid=3dddca18de1202aa&vjs=3,"Rs 70,000 - Rs 90,000 a month",Full-time,Posted 30+ days ago,Application response rate: 55%,"Progressive Resource is hiring a ""Customer Service Specialist"" for USA project
We commit financial and career growth opportunities to the right candidates who are willing and can commit their 100%
Job Timing: US Eastern (05:00pm – 02:00am PST)
Location: Jail Road, Lahore
Job Specification:

People with experience of a USA Campaign or who worked as a Client Coordinator will be preferred.
Ideal candidate must have excellent English communication and writing skills as well as basic computer skills


Experience in Call Center Industry will be preferred.
Excellent skills in Customer Services and Management.
Problem-solving.
Self-motivated.
Good team player.
Ability to multi-task.
Must have a professional telephone manner.
Achieve established standards for call handling quality.
Goal-oriented, determined, and high-achiever.

Job Type: Full-time
Salary: Rs70,000.00 - Rs90,000.00 per month
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Required)
"
Customer Service Representative,Live Chat Worldwide,Lahore,https://pk.indeed.com/company/Live-Chat-Worldwide/jobs/Customer-Service-Representative-bdde74867c5fbbfb?fccid=71d7fb19b3f83da3&vjs=3,"Rs 85,000 a month",Full-time,Posted 9 days ago,On-going need to fill this role,"Job description:
We are hiring for customer service representative to manage customer queries and complaints on calls, emails and chats.

Maintaining a positive, empathetic, and professional attitude toward customers at all times and providing exceptional Customer Experience
Responding promptly to customer inquiries, complaints, and queries communicating with customers through various channels including Calls, Chats, Emails, etc.
Acknowledging and resolving customer complaints and make necessary correspondence
Logging the details in relevant CRM software and providing timely updates

Responsibility:

Maintaining a positive, empathetic and professional attitude toward customers at all times and provide exceptional Customer Experience
Responding promptly to customer inquiries, complaints and queries
Communicating with customers through various channels including Calls, Chats, and Emails etc.
Acknowledging and resolving customer complaints and make necessary correspondence
Logging the details in relevant CRM software and providing timely updates
Upselling and conversion passive prospects into long term customers
Warm and cold calling to make sales as per provided targets

Requirements:

Minimum Intermediate or Bachelor’s degree
Previous call center experience is a good asset
Must be comfortable working in night shifts
Good Communication skills (Verbal and Written)
Must be able to deal with pressure

Timings: Night Shift (Rotational Shifts)
Job Type: Full-time
Salary: Up to Rs85,000.00 per month
Application Deadline: 30/04/2023"
"Customer Care Representative - Salary 60,000",Master Time,Lahore,https://pk.indeed.com/company/Master-Time/jobs/Customer-Care-Representative-52eef4915f164505?fccid=b6b0d0c07bc90805&vjs=3,"Rs 60,000 - Rs 65,000 a month",Full-time,Posted 2 days ago,Hiring 4 candidates for this role,"We are hiring a customer service representative to manage customer queries and complaints. You will also be asked to process orders and modifications and escalate complaints across a number of communication channels. To do well in this role you need to be able to remain calm when customers are frustrated and have experience working with computers.
Customer Service Representative Responsibilities:
A Customer Service Representative’s duty is to support customers. This main responsibility covers lots of duties, such as:

Providing introductory information to new customers
Ensuring that customers are satisfied with products or services
Following up with clients or customers to check that they’re still satisfied with any purchases
Letting customers or clients know about additional products or services
Determining the quickest, most effective ways to answer a client’s or customer’s questions
Escalating queries and concerns
Troubleshooting common issues with a product or service
Working with a team of CSRs and other departments to find appropriate solutions

Job Type: Full-time
Salary: Rs60,000.00 - Rs65,000.00 per month"
Email & Chat support Executive,Kamayi.pk,Lahore,https://pk.indeed.com/company/Kamayi.pk/jobs/Email-Chat-Support-Executive-3d9e0aac5173c777?fccid=c0eb7f0c03449ec5&vjs=3,"Rs 40,000 a month",Full-time,Posted today,On-going need to fill this role,"Responsibilities:
Assist customers with their items purchased through the e-commerce website
Deliver a class apart customer experience as measured by performance objectives and maintain the core values of our client
Maintain swift responses to customers through email and/or chat
Maintain a level of service through dealing with customers in a friendly, efficient, and an attentive manner
Document each customer query as well as the resulting solution
Provide alternatives to products/items, which are not available on the e-commerce website
Follow standard processes and procedures when it comes to providing resolutions
Stay up to date with the latest updates on system information and process changes
Able to deal with objections and handle customer pushbacks
What Makes You A Good Fit For This Job?
This job requires you to be a savvy communicator and someone who is agile enough to
settle in a fast-paced environment. If you are nodding your head so far, then you are a
perfect fit for this job! We are the experience you crave when you imagine the world of CX!
What We Seek in You:
Critical Thinking
Time Management
Specialist Focus
Organizing
Priority Setting
Problem Solving
Professional Composure
Job Requirements:
O Levels/Intermediate or above
Excellent English Written and Verbal Communication
Must have at least 40WPM
Proficiency with MS Office (Particularly MS Excel and MS Word)
Learning and Takeaways:
We will help build you!
Unlimited exposure
A chance to polish your skills
A great learning environment
Ample experience to build a future path for yourself
An opportunity to operate with a highly trained and diversified network of people
What you can expect after applying?
Once you have applied, sit back and relax while we get to work on our side! You can expect to
hear back from us within 3-5 working days. Our recruitment team will call you up on the
provided contact number for initial screening. Good luck! Bring your a-game and apply
now!
Benefits
Medical Insurance
Permanent Employment Status
Provident Fund
Internal Job Opportunities
Annual Leaves
Leaves Encashment
Referral Bonus
Company Pick and Drop
Salary: 40k Basic + Incentives
Job Type: Full-time
Salary: From Rs40,000.00 per month
Application Question(s):

Are you open to work on rotational shift?
Do you have the experience of email chat support in international campaign?
"
Customer Service Representative,PTCL (CSR),Lahore,https://pk.indeed.com/company/PTCL-(Customer-Premises-Associate)/jobs/Customer-Service-Representative-140d078b3ddd8b02?fccid=821a94ef6e7f2001&vjs=3,"Rs 25,000 - Rs 45,000 a month",Temporary,Posted 2 days ago,On-going need to fill this role,"Description:
Manage Inbound calls in a Timely manner.
Research, Identify and resolve PTCL Priority customers complaints through calls
Communication skills.
Identify customer needs.
Benefits:
Free medical insurance
Free home internet facilities Smart TV facilities
Requirement/Eligibility:
Graduation
Exceptional Urdu and English speaking and wrtitting skills
1 to 2 Years in any international call center would be bonus
Age max 35
Basic Salary 45,000 plus performance based incentives
Job Types: Full-time, Temporary
Salary: Rs25,000.00 - Rs45,000.00 per month
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Required)
"
"Customer Service Representative - Salary 60,000",Next Bridge,Lahore,https://pk.indeed.com/company/Next-Bridge/jobs/Customer-Service-Representative-ff9bf5df345003f1?fccid=d42af3e332b1fd87&vjs=3,"Rs 60,000 - Rs 65,000 a month",Full-time,Posted 4 days ago,Hiring 4 candidates for this role,"We are hiring a customer service representative to manage customer queries and complaints. You will also be asked to process orders and modifications and escalate complaints across a number of communication channels. To do well in this role you need to be able to remain calm when customers are frustrated and have experience working with computers.
Customer Service Representative Responsibilities:
A Customer Service Representative’s duty is to support customers. This main responsibility covers lots of duties, such as:

Providing introductory information to new customers
Ensuring that customers are satisfied with products or services
Following up with clients or customers to check that they’re still satisfied with any purchases
Letting customers or clients know about additional products or services
Determining the quickest, most effective ways to answer a client’s or customer’s questions
Escalating queries and concerns
Troubleshooting common issues with a product or service
Working with a team of CSRs and other departments to find appropriate solutions

Job Type: Full-time
Salary: Rs60,000.00 - Rs65,000.00 per month"
Call Center Job - 6 Hour,Qadri Textile Mills Ltd,Lahore,https://pk.indeed.com/company/Qadri-Textile-Mills-Ltd/jobs/Call-Center-d7c17e165e059444?fccid=9d8b937f525dc3ce&vjs=3,"Rs 30,000 - Rs 35,000 a month",Part-time,Posted 2 days ago,Application response rate: 67%,"We are looking for outgoing, self-motivated and financially driven Call Center Agent (Urdu campaign) to join our team.
Responsibilities:

Ensure following Customer Service script provided by Company.Manage large amounts of inbound and outbound calls in a timely manner
Respond to customer inquiries
Handle and resolve customer complaints
Maintain Records of conversations with Customer and analyze Data
Upsell other Products whenever possible

Requirements:

Computer operating skills
MS Office and data Entry
communication Skills
Strong analytical and problem-solving skills
Attention to Detail and Organization

Job Type: Part-timePart-time hours: 6 per week
Salary: Rs30,000.00 - Rs35,000.00 per month"
"Hair and Nail Salon Manager (Female only) in Bahria Town, Lahore.",Kaya's Beauty Salon,Lahore,https://pk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AZQlwhkoNBU2Wxbz25jxrto0hiQevG1eBPv4M2ENchVTt6Iz_cWVoSkxU1ytbtfO4YTwpRXe76FrXh_JJSPB-xuSjCWQWzjEXtuVsvQBZk-5KH96RJJxm06EtIBvJTT9z7yapnx03JXRE6ylIThpMt2cOhyKDMfovqRYbYRIWPe8-JH8f7P5B9tpb8ajEqJZg6xDx-mHwQv3pd9C1dLfClb-9CQkoWUvl6YiuWow1F9LamW4vxJ-fuD-dLXtl1QRIoCrCaRQFZsD-egg-B5Q2wryXrGYS-48cmHSkNF64ILWuJmxAQ59SmpAm2s8l3B1jD-JT4GSfajJ54bzFBub2vz3WyoNct0nrQz3meOHcw5K1rP25CFAX6JH6ZO-yhC-NtCuLcTcjSxqUs7Lp__i72hjkUsMVxJswYvJHKLlTF5NOtWdMpa6MceDLqDtQXjQZS_6bF5ZnV9c42a5-q2RJX0E0VqjESP_pwFyhhRR5V3WyeB62YeMu0BiQp8hsAJqbn0fRsVIM4KHSPtp4yhfVTDiqf7kcbiNez6WG_wU_aqjLrfeTRT6mGp_OaCPHnZZ2cfFa0Fc4b0Q==&xkcb=SoAv-_M3RxugjhxuQR0ObzkdCdPP&p=6&fvj=1&vjs=3,"Rs 25,000 a month",Full-time,Posted 10 days ago,Hiring 1 candidate for this role,"Job Title: Hair and Nail Salon Manager (Female) Only Bahria Town, Lahore.
Job Summary:
The Hair and Nail Salon Manager is responsible for the daily operations of the salon, including managing staff, providing excellent customer service, and ensuring the overall success of the business. The ideal candidate should be a skilled manager with strong leadership and communication skills, as well as experience in the beauty industry.
Responsibilities:

Manage daily salon operations, including scheduling, inventory management, and overseeing customer service.
Hire, train, and manage staff to ensure high-quality service and customer satisfaction.
Develop and implement marketing and promotional strategies to attract new customers and retain existing ones.
Monitor and maintain the salon's financial performance, including managing budgets and financial reports.
Maintain a safe and clean salon environment, ensuring compliance with health and safety regulations.
Develop and maintain positive relationships with customers, staff, and vendors.
Keep up-to-date with industry trends and developments, and make recommendations for improvements to salon services and offerings.
Manage the salon's social media presence and online reputation.
Address customer complaints and resolve conflicts in a timely and professional manner.

Requirements:

High school diploma or equivalent; some college coursework or a degree in business or a related field is preferred.
Proven experience as a salon manager or similar role, with a minimum of 2-3 years of experience in the beauty industry.
Excellent organizational, communication, and leadership skills.
Strong knowledge of beauty and haircare products and services.
Knowledge of health and safety regulations and best practices.
Ability to manage budgets and financial reports.
Experience with marketing and social media management.
Excellent customer service and conflict resolution skills.
Flexibility to work weekends and evenings, as needed.

This job specification is not intended to be all-inclusive. The employee may be required to perform other duties as assigned by their supervisor.
Job Type: Full-time
Salary: Rs25,000.00 per month
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Required)

Language:

english (Required)
"
