Job Title,Company,Location,Job Link,Salary,Job Type,Posted Date,Vacancy,Description
Jr. HR Officer,Think Higher Consultants,Karachi,https://pk.indeed.com/company/Think-Higher-Consultants/jobs/Junior-Human-Resource-Officer-900d41d05958587f?fccid=52f37ba77439ea4d&vjs=3,,Full-time,Posted 9 days ago,Hiring 2 candidates for this role,"We are seeking an energetic Junior Human Resource Officer. To be successful in this role, you will need excellent interpersonal and writing skills, as well as competency in Microsoft Office. We need a candidate who can work in a co-operative team environment while taking responsibility for managing their own workload. Initiative and flexibility are required to ensure a harmonious and effective working environment
Role and Responsibilities

Maintain employee records (attendance, payrolls, leaves and salary etc.)
Support the development and implementation of HR initiatives and systems.
Develop and provide counseling on policies and procedure.
Plan and execute the meetings and events.
Be actively involved in recruitment by preparing job descriptions, posting job vacancies, and managing the hiring process.
Create and implement effective onboarding plan.
Develop training and development program.
Design and implement company policies that promote a healthy work environment.
Develop compensation and benefits plans.
Support and suggest improvements to the entire recruitment process.

Skills and Experience

Two-year of experience in HR
Bachelor of Business Administration (Specialization in HR).
Knowledge of HR function. (Pay & benefits, recruitment etc.)
Proficient in MS Office
Outstanding organizational and time-management abilities.
Excellent communication and interpersonal skills.
Problem-solving and decision-making attitude.
Strong ethics and reliability.

Job Type: Full-time
Ability to commute/relocate:

Karachi: Reliably commute or planning to relocate before starting work (Required)
"
Officer – General Admin,Barrett Hodgson Pakistan,Karachi,https://pk.indeed.com/rc/clk?jk=7c91779712d58e31&fccid=4ac1cd7d359d243a&vjs=3,,N/A,Posted 30+ days ago,,"

Placement is one of a key HR function. Barrett Hodgson Pakistan thrives on its human resources for achieving its strategic and business objectives. It has a highly motivated team manning various departments who have clearly laid down roles to perform. The objective of a well-designed job is to enable management and staff to strive at their optimum to achieve desired results, we believe that; 



Our people are our most valuable asset. 
We view Human Resources as a competitive advantage. 
We ensure business goals are realized through people while meeting their own personal aspirations and development. 
We ensure only motivated and professionally qualified people are employed. 
Barrett Hodgson is an equal opportunity employer with policies to ensure there is no discrimination on the basis of caste, creed, sex, etc.. 


The objective is to hire the right person for the right job at the right time and place qualified and experienced individuals fulfilling the pre-determined standards demanded by the position and established by the Company. Selection process is transparent and done strictly on merit and No under age employment as per relevant laws is made/effective. 

If you think you are meeting the job specification and requirements and have the passion for success and ability to perform and grow, apply now at careers@barretthodgson.com .




Officer – General Admin
Graduate / MBA. 2-4 Years working experience. Knowledge of office management systems.Proficient in Microsoft Office (MS-Word, MS-Excel, PowerPoint). Good Communication & Writing Skill. Gender Male. Age limit maximum 30 Years"
HR Officer (Female),Fulcrum Pvt Ltd,Karachi,https://pk.indeed.com/company/Fulcrum-Pvt-Ltd/jobs/Human-Resource-Officer-a98702098b794a86?fccid=dc55519868e92e7f&vjs=3,"Rs 60,000 a month",Full-time,Posted 30+ days ago,Application response rate: 57%,"We are looking for a skilled (FEMALE)HR Officer for one of our clients.
Candidate must have expertise in (ERP Software, HRMS, and ODDO).
Experience: 3 To 5 Years (Candidate must have relevant experience in I.T industry )
Location: (Alamgir, Bahadurabad Karachi)Timing 9:30 am To 6:30 pmQualification: Master in HR from a reputable university
Gender: Only Female
ResponsibilitiesBridge management and employee relations by addressingdemands, grievances, or other issues.

Be actively involved in recruitment by preparing job descriptions,

posting ads, and managing the hiring process.

Create and implement effective onboarding plans.
Develop training and development programs.
Nurture a positive working environment.
Assist in the performance management process.
Report to management and provide decision support through HR

metrics.

Ensure legal compliance throughout human resource

management.

Prepare & maintain employee data files.

attendance record according to policy.
Requirements

Females will be preferred.
Punctual.
Presentable.
Strong communication skills.
Work on ERP Software.

Please DM. me#hiring#job#karachi#recruitment#communication
Job Type: Full-time
Salary: From Rs60,000.00 per month
Ability to commute/relocate:

Karachi: Reliably commute or planning to relocate before starting work (Required)
"
Management Trainee – Supply Chain,Barrett Hodgson Pakistan,Karachi,https://pk.indeed.com/rc/clk?jk=9d67024376f3f02c&fccid=4ac1cd7d359d243a&vjs=3,,N/A,Posted 30+ days ago,,"

Placement is one of a key HR function. Barrett Hodgson Pakistan thrives on its human resources for achieving its strategic and business objectives. It has a highly motivated team manning various departments who have clearly laid down roles to perform. The objective of a well-designed job is to enable management and staff to strive at their optimum to achieve desired results, we believe that; 



Our people are our most valuable asset. 
We view Human Resources as a competitive advantage. 
We ensure business goals are realized through people while meeting their own personal aspirations and development. 
We ensure only motivated and professionally qualified people are employed. 
Barrett Hodgson is an equal opportunity employer with policies to ensure there is no discrimination on the basis of caste, creed, sex, etc.. 


The objective is to hire the right person for the right job at the right time and place qualified and experienced individuals fulfilling the pre-determined standards demanded by the position and established by the Company. Selection process is transparent and done strictly on merit and No under age employment as per relevant laws is made/effective. 

If you think you are meeting the job specification and requirements and have the passion for success and ability to perform and grow, apply now at careers@barretthodgson.com .




Management Trainee – Supply Chain
Graduate Fresh and/or 1-2 Years Office working experience Computer literate (MS-Word, MS-Excel, PowerPoint) Gender Male, Age below 30 Years"
HR Executive,SECURPRINT (Private) Limited,Karachi,https://pk.indeed.com/company/Crest-Technologies/jobs/Human-Resource-Executive-d25a8aa0e1c47303?fccid=4aa12eb00cf83d8d&vjs=3,,N/A,Posted 15 days ago,Hiring 1 candidate for this role,"Work with company CEO and/or Director to strategically plan HR initiatives that will benefit the company and encourage more efficient and beneficial work from employees. The HR Executive will be responsible for providing support in the various Human Resource functions which include Recruitment, Benefits Administration, and other HR Operations Management.

Conduct daily operations in the HR software related to employee information, attendance and leaves, ensuring all records are up to date
Conduct recruitment process from start to end
Conduct employee engagement activities, establishing the function and submitting a yearly plan
Manage existing pay scales and benefits, ensuring standardization and removing disparity by using set scales, structure and grades
Assist in effective implementation of the HR software, ensuring complete requirement sharing and regular testing
Establish organizational processes, policies & strategies and ensure execution. Identify and rectify gaps
Performance Management and development of KPIs
Understand and adhere to all pertinent labor/local laws
Liaise with other functional/departmental heads to understand all necessary aspects pertaining to HR
Execute policies and procedures, motivation, culture and attitude development
Establish process and policy documentation
Exit and succession planning
Any other task assigned by CEO/Director

Qualifications & Experience
Bachelor's degree in Human Resource Management or Business is preferred.

Prior experience of 2-3 year in relevant job role.
Good knowledge of HRM practices and systems.
Strong multitasking, time management, and target achieving skills.
Self-motivated and driven by targets
Resilience
The ability to influence and negotiate with others
Problem Solving - Entrepreneurial, Identify and solve problems in a timely manner.
Communication skills - Strong communication skills. Ability to communicate and influence effectively
High level of interpersonal skills to handle sensitive and confidential situations and documentation.
Proficiency with computer software, including Excel, Outlook and PowerPoint.

Ability to commute/relocate:

Karachi: Reliably commute or planning to relocate before starting work (Required)

Application Deadline: 23/04/2023"
Human Resource Manager,Australian Concept Infertility Medical Center,Karachi,https://pk.indeed.com/company/Australian-Concept-Infertility-Medical-Center/jobs/Human-Resource-Manager-8607b40acdba9edf?fccid=c9c5065827e61aa8&vjs=3,"Rs 35,000 a month",Contract,Posted 30+ days ago,Application response rate: 86%,"Job description
HR Manager Responsibilities:

Consistently recruiting excellent staff.
Maintaining a smooth onboarding process.
Training, counseling and coaching our staff.
Resolving conflicts through positive and professional mediation.
Carrying out necessary administrative duties.
Conducting performance and wage reviews.
Developing clear policies and ensuring policy awareness.
Creating clear and concise reports.
Giving helpful and engaging presentations.
Maintaining and reporting on workplace health and safety compliance.
Handling workplace investigations, disciplinary and termination procedures.
Maintaining employee and workplace privacy.
Leading a team of junior human resource managers.

HR Manager Requirements:

Bachelor’s degree in human resources management or equivalent.
Experience in human resources or related field.
Ability to build and maintain positive relationships with colleagues.
Experience in educating and coaching staff.
Experience in conflict resolution, disciplinary processes and workplace investigations.
Experience in following and maintaining workplace privacy.
Ability to give presentations.
Knowledge of relevant health and safety laws.
Experience using computers for a variety of tasks.
Competency in Microsoft applications including Word, Excel, and Outlook.

Contract length: 36 months
Job Types: Full-time, Contract
Salary: From Rs30,000.00 per month
Job Types: Full-time, ContractContract length: 36 months
Salary: From Rs35,000.00 per month"
HR Executive,Perks HR Pvt. Ltd,Karachi,https://pk.indeed.com/company/PerksHR/jobs/Human-Resource-Executive-c998f84739002781?fccid=463894a38586224f&vjs=3,,Full-time,Posted 30+ days ago,Hiring 2 candidates for this role,"Job description
We are looking forward to hiring a smart and dynamic individual to join our Human Resources department as an HR Executive.
You will be responsible for managing all the human resources tasks of the company. You will also be responsible for supervising the Human Resources procedures as well as policies. In addition to this, you should be able to implement employee compensation and benefits programs.
As an HR Executive, you should be able to handle and manage the department budgets. Prior work experience as an HR Executive or a similar role will be an added advantage for the candidate. You should possess excellent communication skills and the ability to manage stress efficiently.
If you think you can take up this job role as an HR Executive then send in your job application right now. We will love to have word with you.
Responsibilities:

Planning and designing employees benefit packages.
Executing the employee's annual review procedures.
Maintaining a detailed record of the company’s employees.
Administering all the hiring processes of new employees.
Analyzing and monitoring all the department's budgets.
Supervising the day-to-day operations of the Human Resources department.
Ensuring all the employees comply with the HR policies.
Creating new HR policies and updating the existing ones.
Overseeing the employee's termination process.
Counseling employees as and when required.
Conducting exit interviews to identify the reason for termination/resignation.
Organizing events and conferences for the employees.
Managing workplace safety issues and complaints.
Maintaining and recording employee attendance.
Adhering to all the company’s rules and regulations.

Requirements:

Bachelor’s degree in Human Resource Management or related field.
1-2 years of working experience as an HR Executive, HR Analyst, or a similar role in the Human Resources department.
Working experience with the Human Resources Management software like Jobsite.
Excellent knowledge and understanding of the HR cycle.
Outstanding knowledge of Federal and Provincial Labour laws.
Ability to work in a critical environment.
Exceptional active listening skills.
Ability to demonstrate good leadership skills.
Good conflict resolution abilities.
Ability to work as a part of a team.
Ability to manage time efficiently.
Strong work ethics.
Expert in MS Excel

Job Type: Full-time"
Manager HR and Administration,The Roshaan's,Karachi,https://pk.indeed.com/company/The-Roshaan's/jobs/Manager-Human-Resource-Administration-0b81dd216a7fc02a?fccid=b3b90758b72ab149&vjs=3,,Full-time,Posted 30+ days ago,Application response rate: 54%,"A reputed Manufacturing firm based in Korangi Industrial Area, requires position for Manager HR and Admin, candidate must have 5 to 6 years of relevant experience.
Salary: Rs.60, 000.00 to 70, 000.00 per month
COVID-19 considerations:
Yes
Experience Required: 5 to 6 Years
Qualification: Graduation
The role will be responsible for providing and implementing the various human resource functions of the company. In addition, the role also requires the day to manage our company’s general administrative activities. Send your resume and please mention the job title in subject line
Job Type: Full-time
Ability to commute/relocate:
Karachi: Reliably commute or planning to relocate before starting work (Preferred)
Education:

Master's

Application Deadline: 15/11/2022
Job Type: Full-time
Job Type: Full-time
Ability to commute/relocate:

Karachi: Reliably commute or planning to relocate before starting work (Required)
"
Designer | Knits Designer,Human Resource Provider,Karachi,https://pk.indeed.com/company/Human-Resource-Provider/jobs/Designer-Knit-Designer-2c0eb24c42a7f74f?fccid=f520678619db6547&vjs=3,"Rs 50,000 - Rs 80,000 a month",N/A,Posted 8 days ago,Hiring 1 candidate for this role,"This is mid level position.
Person should have experience in knits designing fashion.
Should have good hands on abode photoshop, Illustrator.
And can make vector by own, with self ideas.
Good how know read knits fabric, and fashion sense.
salary upto 80K
Salary: Rs50,000.00 - Rs80,000.00 per month"
HR Manage Male,Premio Travel and Tours (Pvt.) Ltd.,Karachi,https://pk.indeed.com/company/Premio-Travel-and-Tours/jobs/Human-Resource-Manage-Male-4795f66c1d7d3617?fccid=01d9214dec044460&vjs=3,"Rs 40,000 - Rs 50,000 a month",Full-time,Posted 24 days ago,Hiring 4 candidates for this role,"Premio Travels is open to hire a “HR Manager” to lead its Human Resources department. The successful candidate must have strong leadership skills, result-oriented and manage relationship within the company.

An Ideal candidate must have Minimum 2 years of experience of leading HR. Candidate will need to work on following functions:


Manage complete Human Resource department and its operations.


Develop strategies for the better workplace efficiency and goal achievement.


Design strategies for recruitment and hiring need and ensure best fit on board.


Having good exposure of technical hiring.


Design and conduct orientation program for new employees, and smoothly on-boarding.


Ensure smooth process of monthly payroll is executed.


Bridging management and employee relations by addressing demands, and handle all matter related to employee grievance in effective manners.


Oversee and manage a performance appraisal system that drives high performance.


Report to Management and provide decision support.

Any other task assigned by the Management.
Job Type: Full-time
Salary: Rs40,000.00 - Rs50,000.00 per month
Ability to commute/relocate:

Karachi: Reliably commute or planning to relocate before starting work (Required)

Education:

Bachelor's (Preferred)

Experience:

HR Manager: 3 years (Preferred)
"
Human Resource Executive,ProByte (Pvt) Ltd.,Karachi,https://pk.indeed.com/company/Fortunesoft-(Pvt)-Ltd./jobs/Human-Resource-Executive-93130191eaaef969?fccid=9a434f5cc38ea894&vjs=3,,Full-time,Posted 30+ days ago,Hiring 2 candidates for this role,"Responsibilities

Planning and designing employees benefit packages.
Executing the employee's annual review procedures.
Maintaining a detailed record of the company’s employees.
Administering all the hiring processes of new employees.
Supervising the day-to-day operations of the Human Resources department.
Ensuring all the employees comply with the HR policies.
Creating new HR policies and updating the existing ones.
Overseeing the employee's termination process.
Counseling employees as and when required.
Conducting exit interviews to identify the reason for termination/resignation.
Organizing events and conferences for the employees.
Managing workplace safety issues and complaints.
Maintaining and recording employee attendance.
Adhering to all the company’s rules and regulations.

Requirements

Bachelor’s degree in Human Resource Management or related field.
3+ years of working experience as an HR Generalist or a Software House Experience se plus.
Working experience with the Human Resources Management software Flowhcm.
Excellent knowledge and understanding of the HR cycle.
Ability to work in a critical environment.
Exceptional active listening skills.
Ability to demonstrate good leadership skills.
Good conflict resolution abilities.
Ability to work as a part of a team.
Ability to manage time efficiently.
Strong work ethics.

Job Type: Evening/Night Shift (3pm to 12am/ 6pm to 3am)
Job Type: Full-time
Ability to commute/relocate:

Karachi: Reliably commute or planning to relocate before starting work (Required)

Education:

Bachelor's (Preferred)

Experience:

HR Generalist: 2 years (Preferred)

Shift availability:

Night Shift (Preferred)
"
HR Officer Cum Admin Officer,Qamarul Islam Hospital,Karachi,https://pk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CkHRakWlMN8ALJoP-MvvAnKCZAiC0G_-tRji-4ooLBXjms9x6C9gbpgUs8xwKPqg7Fas3XqGjaUiCiaK9Sdxd5KWVXCV3p4zYhO_9XM0BjL-MtL6ib45ccKyprGrckIWgaFSXUsA1FVN86vrL3zGsfymBq22ILLDH2AccG95mSuOHWvqZ2W_kwS-qN1bpVglycjy5uBgF6HBoAL0CzXUp4uv7dPToGUSeajmYc7MRT0v2A-K1NaAOOJHOiv2eD8bFTWSvULQjAIyLjmmFr17Se2UztfjuASiTGRYhkffpjRJfna5t6GUPa7q3HKKXoGiGkDWEWRQEpcLqCefWdC-IAwJYLk7KuyxQg4syn6KI8yo7juvz7nx_hmE0u-sEgrNMDlbHHNDfmsTRKlY_RqJEopu10Gy8cHn8eqqrrYcFgE-_GF8Bhf54yVYT49TIQDfc-95q4F1VZqE5mDL8x5BefADxX3E05NZudDx3-2ta5cu5p38D4FljtcgHJGfV8cwf6jLp-MG-qa3a0ibJBLvu0j81rqy830ih4VxDCmTHavA==&xkcb=SoDu-_M3RxnBGv2HKR0PbzkdCdPP&p=13&fvj=1&vjs=3,,Full-time,Posted 30 days ago,Application response rate: 97%,"Admin cum HR Officer
We are looking for high-qualified candidates for the following vacancy: ADMINISTRATIVE Cum HR OFFICER
Main duties and Responsibilities:
HUMAN RESOURCES PART:
Assist in posting the vacancies in the recruitment websites
Help in making appointments with short-listed candidates for interviews
Send response messages to unshort-listed applicants
Assist in updating the HR filing system
ADMINISTRTIVE :
Arranging for meeting rooms for doctors, payment, office set up, timesheet & leave records, Office equipment & furniture, etc.
Supervise administrative management in office.
Maintain and manage central filing and archiving system and corresponding e-filing.
Order office supplies and preparing payment vouchers for office supplies and expenses (water, drinking water, electricity, telephone, photocopy, stationery, monthly phone and email correspondence).
Orientate new staff on systems related to office administration procedures including the central filing system and the e-filing system.
Other reasonable duties as assigned.
Required education, skills and qualities
Education:
Degree in Administrative or related areas
Professional Experience:
Minimum 3-5 years of work experience as administration officer.
Proficient in MS Office applications (Word, Excel, Internet Explorer, MS Outlook, PowerPoint)
Good inter-personal skills
Fluent in written and spoken English.
Work experience with hospital and/or NGOs would be an advantage.
Job Type: Full-time"
Back Office Executive,Prime Human Resource Services (Pvt.) Limited,Karachi,https://pk.indeed.com/company/Prime-Human-Resource-Services-(Pvt.)-Limited/jobs/Back-Office-Executive-4bc4af8365239533?fccid=f0c8f1ad5e70dbeb&vjs=3,"Rs 41,000 a month",Contract,Posted 30+ days ago,Hiring 1 candidate for this role,"Primehr is hiring for the position of BACK-OFFICE EXECUTIVE for its client in Power Energy Sector.
Requirements:

Qualification: Bachelor’s Degree
Salary: Rs 41,000 + Overtime allowance
Benefits: Medical + Gratuity

Skills:

Must be Good at MS Excel (Intermediate to advanced level)
Confident personality ability to deal with customers and clients.

Location: Gulshan e Iqbal, Karachi.
Job Types: Full-time, ContractContract length: 12 months
Salary: Rs41,000.00 per month
Education:

Bachelor's (Required)

Experience:

Data Entry: 1 year (Required)
MS Excel: 1 year (Required)
"
HR Senior Manager,SKYLINE GROUP OF COMPANIES,Karachi,https://pk.indeed.com/company/Skylines-Group-of-Companies/jobs/Human-Resource-Senior-Manager-360ac9d58a2ddf7b?fccid=e6ecca10dcf217df&vjs=3,,Full-time,Posted 30+ days ago,Hiring 1 candidate for this role,"Looking for a Senior manager - HR for setting up our new locations and handle HR operations for current set up.
-Setting objectives for the HR team and tracking progress
-Support and suggest improvements to the entire recruitment process
-Host in-house recruitment events
-Discuss employees’ career development paths with managers
-Monitor HR metrics (e.g. turnover rates and cost-per-hire)
-Organize learning and development programs
-Ensure HR staff addresses employees’ requests and grievances in a timely manner
-Maintain HR procedures that comply with labor regulations
Senior HR Manager responsibilities include overseeing the recruitment process, designing company policies and setting objectives for the HR team. You will also help shape our employer brand strategy. To be successful in this role, you should be familiar with HR technology, including payroll systems and Applicant Tracking Systems.
Requirements and skills-

Proven work experience as a Senior HR Manager or similar role
Hands-on experience with Human Resources Management Software (including payroll systems )
Solid understanding of labor legislation
Excellent communication abilities
Leadership skills
Ability to foster healthy employee relations
Degree in Human Resources Management or Organizational Psychology

Job Type: Full-time
Salary: Rs130,000.00 - Rs150,000.00 per month
Education:

Master's (Required)

Experience:

HR: 5 years (Required)
"
HR Executive,ITSec Pvt Ltd,Karachi,https://pk.indeed.com/company/ITSec-Pvt-Ltd/jobs/Human-Resource-Executive-a4f4e63aafa825ac?fccid=01f770a9bf04f2d3&vjs=3,"Rs 30,000 a month",Full-time,Posted 30+ days ago,Hiring 1 candidate for this role,"We are looking for Junior HR Officer who eager to learn and grow in HR field. The following responsibilities will be undertaken by the candidate:
Responsibilities:

Preparing job descriptions, advertising vacant positions, and managing the employment process.
Initiate personal file of newly appointed employees & responsible for completion of documentation according to post.
To arrange orientation of new employees.
To record the exit interview form of left employees & making its entry on excel sheet.
To make payroll by the end of month and coordinate with Finance Manager.
To do induction of employees & scheduling the interviews as per orders.
Arrange all interviews by coordinating schedules with concerned HODs.
Manage left employee’s replacement by inducting the new candidate’s interviews/selection after completing the due formalities.
Preparation of appointment letters, note the confirmation due date of employees and send the Employees Evaluation Performance Form to them.

Requirements:

Bachelor’s degree in human resources.
Minimum 6 months of experience in this field.
Full understanding of HR functions and best practices.

Skills:

Good Communication Skills
Full command on Ms Excel
Management Skills
Confident
Service-Oriented

This position is karachi based only.
Job Type: Full-time
Salary: Rs30,000.00 per month
COVID-19 considerations:All candidates are required to wear mask.
Application Question(s):

Are you okay with our salary package? If yes, then you can apply.
"
Senior Recruitment Executive,Cubix,Karachi,https://pk.indeed.com/company/cubix/jobs/Senior-Recruitment-Executive-7102e17b91ae90dd?fccid=27ad7deb814cbe85&vjs=3,"Rs 50,000 - Rs 80,000 a month",Full-time,Posted 8 days ago,Application response rate: 66%,"We’re looking for a Senior Recruitment Executive (Female) to join our HR team and help us find the right people for the right roles.
The ideal candidate will have experience in technical recruitment, along with deep knowledge of the screening, interviewing, and hiring processes. We’re seeking someone who’s passionate about discovering untapped talent, driving company growth, and helping people develop successful careers.
Objectives of this role

Work closely with managers to gain a comprehensive understanding of the company’s hiring needs for every role, and to meet competitive hiring goals and expectations.
Manage the full recruiting lifecycle across a variety of open roles, helping managers find, hire, and retain quality candidates.
Foster high-touch relationships using a database of qualified candidates to choose from when positions become open.
Partner with recruiting team and senior managers to design, refine, and implement innovative recruitment strategies.
Remain active with job boards, social networks, and platforms for finding quality candidates, and create and post job descriptions and announcements.

Requirement:

3-4 years of experience in technical recruitment.
Have proved worked experience in IT Company.
Exceptional communication, interpersonal, and decision-making skills.
Bachelor’s degree (or equivalent) in human resources management or related field.

Location: PECHS, Karachi.Shift: Morning
Job Type: Full-time
Salary: Rs50,000.00 - Rs80,000.00 per month
Experience:

Technical Recruitment: 3 years (Required)
"
HR Manager,Mars-BPO,Karachi,https://pk.indeed.com/company/Pakraine-International/jobs/Human-Resource-Manager-17063e215ca483e7?fccid=1604978014f2397c&vjs=3,"Rs 50,000 a month",Full-time,Posted 9 days ago,On-going need to fill this role,"Job Title: HR Manager
Company: MARS
Industry: Business Process Outsourcing (BPO)
Location: Karachi, Pakistan
Address: https://maps.app.goo.gl/vCsx9c8JPhQ5HnPz8
Interview Timings: 8pm - 11pm
Whatsapp: 0319-5002892
Job Overview:
We are seeking an experienced HR Manager to lead and manage the human resources function for our BPO company. The HR Manager will be responsible for developing and implementing HR strategies and initiatives that align with the company's overall goals and objectives. The successful candidate will oversee all aspects of the employee life cycle, including recruitment, onboarding, training and development, performance management, and employee relations. The HR Manager will also ensure compliance with labor laws and regulations and provide guidance and support to the company's leadership team.
Key Responsibilities:
Develop and implement HR strategies and initiatives that align with the company's goals and objectives.
Oversee the full employee life cycle, including recruitment, onboarding, training and development, performance management, and employee relations.
Develop and maintain HR policies and procedures that are compliant with labor laws and regulations.
Manage the HR budget and ensure effective use of resources.
Provide guidance and support to the leadership team on all HR-related matters.
Work with the finance team to manage payroll and benefits administration.
Ensure compliance with health and safety regulations in the workplace.
Develop and implement employee engagement initiatives to foster a positive work culture and promote employee retention.
Analyze HR metrics and provide regular reports to the leadership team.
Stay up-to-date with the latest HR trends and best practices and make recommendations for improvements.
Qualifications:
Bachelor's degree in Human Resources, Business Administration or related field. Master's degree preferred.
Minimum of 3 years of HR management experience in a BPO or similar industry.
Knowledge of labor laws and regulations, as well as HR best practices.
Excellent communication and interpersonal skills.
Strong organizational and leadership skills.
Ability to manage multiple tasks and priorities in a fast-paced environment.
Experience with HRIS and payroll systems.
Proficient in Microsoft Office Suite.
We offer competitive salary packages, benefits, and a supportive work environment. If you meet the above qualifications and are passionate about HR, we encourage you to apply for this exciting opportunity.
Job Type: Full-time
Salary: From Rs50,000.00 per month
Ability to commute/relocate:

Karachi: Reliably commute or planning to relocate before starting work (Required)
"
HR intern,STG International,Karachi,https://pk.indeed.com/company/STGlobal/jobs/Human-Resource-Intern-fede7bcfa008d02c?fccid=339d9d7dbe8d9c89&vjs=3,"Rs 25,000 - Rs 30,000 a month",Internship,Posted 11 days ago,Application response rate: 61%,"We are looking for HR interns for our recruitment team, Admin & Operations,
this time we,re hiring interns, suitable for students,
Ramzan Jobs timings :
8pm to 2am part time
8pm to 4am full time
its an internship program specially for freshers & students so initually its fully commision based the more interviews & people you bring to company the more commision you make, basically your target will be to find suitable candidates to complete our hiring,
Training will be provided,
Requirements
Basic english,
good communication skills
must be able to use social platforms to make share posts, short list qualified candidates, Paid sponsored ads & listing also will be provided,
Manage complete Human Resource department and its operations.Recruit, manage and retain employees.Recruit candidates based on both hard & soft skillsSource potential candidates from various online channels (e.g. social media and professional platforms)
Salary: Rs25,000.00 - Rs30,000.00 per month
Application Question(s):

how you rate your fluency in english out of 10?
do you have experience working as HR before? if yes what was the duration of your experience?
"
Stitching Manager | Fashion (Women - Shalwar & Kameez),Human Resource Provider,Karachi,https://pk.indeed.com/company/Human-Resource-Provider/jobs/Stitching-Manager-Fashion-4ed1422d8a61078a?fccid=f520678619db6547&vjs=3,,Full-time,Posted 30+ days ago,Hiring 1 candidate for this role,"This is well know fashion brand company, manufacture (Ladies & Gents) Shalwar Kameez, looking to hire.
Position: Stitching | Manager (fashion)
Responsibility would be:

Manage, Plan and strong follow-up to execute Production Timely
Prepare article wise plan to fast production and deliver timely
Effectively utilize manpower and machines
Should have stitching (production) experience (women - shalwar & Kameez)
Should have previous experience in handling 150+ stitching machines

Job Type: Full-time
Salary: Rs100,000.00 - Rs150,000.00 per month
Experience:

or above: 5 years (Required)
"
HR Manager,Optimum Advisory,Karachi,https://pk.indeed.com/company/Optimum-Advisory/jobs/Human-Resource-Manager-b282f184db49fa68?fccid=95d20ec7cc063452&vjs=3,,Full-time,Posted 30+ days ago,Hiring 1 candidate for this role,"Requirements and skills

Proven working experience as HR Manager or other HR Executive
Preferably experienced in an information technology-based company
People oriented and results driven
Demonstrable experience with Human Resources metrics
Knowledge of HR systems and databases
Ability to architect strategy along with leadership skills
Excellent active listening, negotiation and presentation skills
Competence to build and effectively manage interpersonal relationships at all levels of the company
In-depth knowledge of labor law and HR best practices
Degree in Human Resources or related fieldDevelop and implement HR strategies and initiatives aligned with the overall business strategy
Bridge management and employee relations by addressing demands, grievances or other issues
Manage the recruitment and selection process
Support current and future business needs through the development, engagement, motivation and preservation of human capital
Develop and monitor overall HR strategies, systems, tactics and procedures across the organization
Nurture a positive working environment
Oversee and manage a performance appraisal system that drives high performance
Maintain pay plan and benefits program
Assess training needs to apply and monitor training programs
Report to management and provide decision support through HR metrics
Ensure legal compliance throughout human resource management

Job Type: Full-time
Salary: Rs180,000.00 - Rs200,000.00 per month"
Finance Officer - NGO,Human Resource Solution (Pvt.) Ltd.,Karachi,https://pk.indeed.com/company/Human-Resource-Solution-(Pvt.)-Ltd./jobs/Finance-Officer-04a955af2057e87a?fccid=0b6a0aacc7516166&vjs=3,"Rs 75,000 - Rs 85,000 a month",Full-time,Posted 30+ days ago,Hiring 1 candidate for this role,"HRSPL is looking “Finance Officer - NGO” for one of its Client.
Position: Finance Officer – NGO
Industry: NGO
Experience:  2 – 3 Years of experience in Accounts/Finance and local tax laws- preferable in an INGO.
Education: BBA / MBA (Finance) / ACCA (Part Qualified)
Salary: 75,000 – 85,000
Job Type: Permanent
Working Days: Monday – Friday
Job Location: Karachi.
Gender: Male
Job Description:

Working knowledge of integrated, accrual basis of accounting system such as Quick books Enterprise, Lawson, or another ERP.
Advanced Excel user performing functions such as VLOOKUP, SUMIF, TRIM, MID formulas; “&” operator; pivot tables and pivot charts.
Basic data analysis skills

· Strong coordination skills
· Excellent written and verbal communication
· Passionate about working on international health and development, with a focus on all reproductive health issues.
· Proven ability to work with many people across diverse backgrounds.
· Ability to juggle multiple competing deadlines while staying organized and paying special attention to details
· Knowledge of statistical data analysis software package such as SPSS, Stata
· Ability to work effectively with an interdisciplinary and international team
· Demonstrated ability to work independently
Demonstrate initiative and willingness to learn and skills in knowledge transfer.
Job Type: Full-time
Salary: Rs75,000.00 - Rs85,000.00 per month
Experience:

Finance Officer: 3 years (Preferred)
NGO Industry: 3 years (Preferred)
"
