Job Title,Company,Location,Job Link,Salary,Job Type,Posted Date,Vacancy,Description
Sr. Sales Manager,Continental Plastic Industries,Lahore,https://pk.indeed.com/company/Continental-Plastic-Industries/jobs/Senior-Sales-Manager-76be0628084ff78c?fccid=3d5613d6186a0f64&vjs=3,"Rs 80,000 - Rs 100,000 a month",Full-time,Posted 7 days ago,Hiring 1 candidate for this role,"As a Sales Manager, you will be required to do handle the potential clients, providing them solutions, and solving their problems telephonically, where needed.
As a high-performing Sales Manager, you will be required to help meet the customer acquisition and revenue growth targets by keeping the company competitive and innovative.You will be responsible for maximizing our sales potential.
Excellent communication skills with superior people skills are a must.
Job Type: Full-time
Salary: Rs80,000.00 - Rs100,000.00 per month
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Required)
"
Customer Service Representative,Live Chat Worldwide,Lahore,https://pk.indeed.com/company/Live-Chat-Worldwide/jobs/Customer-Service-Representative-bdde74867c5fbbfb?fccid=71d7fb19b3f83da3&vjs=3,"Rs 85,000 a month",Full-time,Posted 9 days ago,On-going need to fill this role,"Job description:
We are hiring for customer service representative to manage customer queries and complaints on calls, emails and chats.

Maintaining a positive, empathetic, and professional attitude toward customers at all times and providing exceptional Customer Experience
Responding promptly to customer inquiries, complaints, and queries communicating with customers through various channels including Calls, Chats, Emails, etc.
Acknowledging and resolving customer complaints and make necessary correspondence
Logging the details in relevant CRM software and providing timely updates

Responsibility:

Maintaining a positive, empathetic and professional attitude toward customers at all times and provide exceptional Customer Experience
Responding promptly to customer inquiries, complaints and queries
Communicating with customers through various channels including Calls, Chats, and Emails etc.
Acknowledging and resolving customer complaints and make necessary correspondence
Logging the details in relevant CRM software and providing timely updates
Upselling and conversion passive prospects into long term customers
Warm and cold calling to make sales as per provided targets

Requirements:

Minimum Intermediate or Bachelor’s degree
Previous call center experience is a good asset
Must be comfortable working in night shifts
Good Communication skills (Verbal and Written)
Must be able to deal with pressure

Timings: Night Shift (Rotational Shifts)
Job Type: Full-time
Salary: Up to Rs85,000.00 per month
Application Deadline: 30/04/2023"
Sales Coordinator,Golden Pearl Cosmetics (Pvt.) Ltd,Lahore,https://pk.indeed.com/company/Golden-Pearl-Cosmetics-(Pvt.)-Ltd/jobs/Sales-Coordinator-9f0f43b05bf9cbf5?fccid=15de94cac6f37590&vjs=3,"Rs 40,000 - Rs 55,000 a month",Full-time,Posted 30+ days ago,Application response rate: 57%,"
To manage office documentation regarding sales.
To develop strong coordination with sales team in different regions.
To prepare reports related to sales & marketing & recoveries.
has good computer and presentation skills.

Job Type: Full-time
Salary: Rs40,000.00 - Rs55,000.00 per month"
Sales and Marketing,Blue Digital pixel Digital Marketing Agency in...,Lahore,https://pk.indeed.com/company/Blue-Digital-pixel-Digital-Marketing-Agency-in-Lahore-Pakistan/jobs/Sales-Marketing-38b956f5cbf9a894?fccid=1e89f019619359a1&vjs=3,"Rs 70,000 a month",Internship,Posted 19 days ago,Hiring 3 candidates for this role,"BluedigitalPixel is looking for interns for our sales and marketing manager position!
The successful candidate will be responsible for managing and executing sales and marketing initiatives, as well as developing and maintaining relationships with clients.
Responsibilities:

. Plan and execute sales and marketing campaigns
Research and develop marketing strategies
Maintain relationships with clients
Manage and coordinate sales and marketing team
Monitor and report on sales and marketing activities
Assist in the development and implementation of sales and marketing plans

Qualifications: 

Excellent communication and interpersonal skills
Proven ability to think strategically and creatively
Ability to work independently and as part of a team
Strong organizational and time management skills
Flexibility and adaptability
Previous experience in sales and marketing is preferred but not required

Job Types: Full-time, InternshipContract length: 3 months
Salary: Up to Rs70,000.00 per month
COVID-19 considerations:All Applicants wear masks.
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Preferred)

Expected Start Date: 01/08/2023"
Sales and marketing,YUUA,Lahore,https://pk.indeed.com/company/YUUA/jobs/Sales-Marketing-2d91959575df266f?fccid=1642d946fb7c24a6&vjs=3,"Rs 40,000 - Rs 80,000 a month",Part-time,Posted 30+ days ago,Application response rate: 59%,"Sales and marketing representatives are required
It's an industrial equipment/ machinery company you have to contact them for business development. You'll be working from home and will be paid through the bank! The simple formula would be the more you work the more you earn, it’s a commissioned-based work, and you’ll get 5 per cent per order, the more achievements you make the more you earn. If the client needs to meet company will provide their representative with you.
company will provide you sim with mobile
Mandatory
visit 3 days a week with company representative .
Candidate will meet on Saturday to company representative
Experience ones would be preferred ! Young and energetic candidates should apply !
Requirements : - Must have basic English language skills -
Job Type: Commission
non Salary base Job
Job Type: Part-time
Salary: 40000.00 - Rs80,000.00 per month
Job Type: Part-timePart-time hours: 30 per week
Salary: Rs40,000.00 - Rs80,000.00 per month
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Required)
"
Sales and Marketing,Blue Digital pixel Digital Marketing Agency in...,Lahore,https://pk.indeed.com/company/Blue-Digital-pixel-Digital-Marketing-Agency-in-Lahore-Pakistan/jobs/Sales-Marketing-38b956f5cbf9a894?fccid=1e89f019619359a1&vjs=3,"Rs 70,000 a month",Internship,Posted 19 days ago,Hiring 3 candidates for this role,"BluedigitalPixel is looking for interns for our sales and marketing manager position!
The successful candidate will be responsible for managing and executing sales and marketing initiatives, as well as developing and maintaining relationships with clients.
Responsibilities:

. Plan and execute sales and marketing campaigns
Research and develop marketing strategies
Maintain relationships with clients
Manage and coordinate sales and marketing team
Monitor and report on sales and marketing activities
Assist in the development and implementation of sales and marketing plans

Qualifications: 

Excellent communication and interpersonal skills
Proven ability to think strategically and creatively
Ability to work independently and as part of a team
Strong organizational and time management skills
Flexibility and adaptability
Previous experience in sales and marketing is preferred but not required

Job Types: Full-time, InternshipContract length: 3 months
Salary: Up to Rs70,000.00 per month
COVID-19 considerations:All Applicants wear masks.
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Preferred)

Expected Start Date: 01/08/2023"
Experienced Customer Service/Sales Representative (Night shift and OnSite),Sublime Services Hub,Lahore,https://pk.indeed.com/company/Sublime-Services-Hub/jobs/Experienced-Customer-Service-Sales-Representative-1a52f45a3eca929e?fccid=191c41a2abc2e558&vjs=3,"Rs 80,000 a month",Full-time,Posted 30+ days ago,Application response rate: 51%,"Customer Service Representative Job Description
We are hiring a customer service representative to manage customer queries and complaints. You will also be asked to process orders and modifications, and escalate complaints across a number of communication channels. To do well in this role you need to be able to remain calm when customers are frustrated and have experience working with computers.
Customer Service Representative Responsibilities:

Maintaining a positive, empathetic, and professional attitude toward customers at all times.
Responding promptly to customer inquiries.
Communicating with customers through various channels.
Acknowledging and resolving customer complaints.
Knowing our products inside and out so that you can answer questions.
Processing orders, forms, applications, and requests.
Keeping records of customer interactions, transactions, comments, and complaints.
Communicating and coordinating with colleagues as necessary.
Providing feedback on the efficiency of the customer service process.
Managing a team of junior customer service representatives.
Ensure customer satisfaction and provide professional customer support.

Customer Service Representative Requirements:

High school diploma, general education degree, or equivalent.
Ability to stay calm when customers are stressed or upset.
Comfortable using computers.
Experience working with customer support.

Job Type: Full-time
Salary: From Rs80,000.00 per month"
Management Trainee Officers (Corporate Sales),Chughtaiz (Pvt) Ltd.,Lahore,https://pk.indeed.com/company/Chughtaiz-(Pvt)-Ltd./jobs/Management-Trainee-Officer-637231b2d8fcf7e3?fccid=02083865b3c0e6c1&vjs=3,"Rs 60,000 - Rs 65,000 a month",Fresher,Posted 30+ days ago,Hiring 5 candidates for this role,"
Meeting with prospective corporate clients
Generating leads for the corporate sales team
Giving presentations to clients about the company's products
Generating sales from prospective clients
Preparing sales pitch and presentation
Achieving sales target
coordinating with the retail sales team to achieve sales targets
coordinating with design team
preparing sales reports

Job Types: Full-time, Fresher
Salary: Rs60,000.00 - Rs65,000.00 per month
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Required)

Education:

Bachelor's (Preferred)

Willingness to travel:

75% (Required)

Application Deadline: 24/02/2023"
Customer Sales Representative,IGET Solutions PVT Ltd,Lahore,https://pk.indeed.com/company/IGET-Solutions-PVT-Ltd/jobs/Customer-Sales-Representative-fe183c715f3b4cda?fccid=1dafc5a1f52cb350&vjs=3,"Rs 80,000 a month",Full-time,Posted 30+ days ago,Hiring 10+ candidates for this role,"Let's shine by joining IGET SOLUTIONS PVT LTD.
Qualities Required :*Good Verbal Communication skills.*Listening Capacity*Positive Attitude/Optimistic behavior.*Conflict Resolution Skills*Diligent to work.*Capability to Handle Pressure.
NIGHT SHIFT 7:00 PM - 4:00 AM.Fresh and experienced candidates are required
LOCATION: JOHAR TOWN OPPOSITE EMPORIUM MALL-LAHORE.
Salary: Up to RS 80,000 per month.
PERKS AND BENEFITS:
-Incentives start from first month.
-Annual bonuses
- Trips & Dinners
-Weekends OFF (Saturday & Sunday).
Job Type: Full-time
Salary: Up to Rs80,000.00 per month
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Required)
"
Online Sales Manager (Female),Hitektrainings,Lahore,https://pk.indeed.com/company/Hitektrainings/jobs/Online-Sales-Manager-bba78a0f07a027bd?fccid=6eb1634bb9a5fe88&vjs=3,"Rs 15,000 - Rs 35,000 a month",Part-time,Posted 16 days ago,Hiring 3 candidates for this role,"Sales Representative in Lahore
5Days work from home only Sunday Office Base. Office Location NFC Society {Wapda Town} Lahore
Handsome Salary Packages:-
Day and Evening Shifts
The salary Package starts from 15,000 to 35,000
Basic Salary + Commission
FRIDAY OFF Day
Requirements:-
Age Limit: 18 to 30 years
Good Communication Skills
Experienced and Fresh Candidates both can apply
Full time job
Salary: Rs20,000.00 - Rs35,000.00 per month
Ability to commute/relocate:
Lahore: Reliably commute or planning to relocate before starting work (Preferred)
Job Types: Full-time, Part-time, CommissionPart-time hours: 45 per week
Salary: Rs15,000.00 - Rs35,000.00 per month
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Required)
"
Customer Sales Representative,Digital Destiny Pvt Ltd,Lahore,https://pk.indeed.com/company/Digital-Destiny/jobs/Customer-Sales-Representative-69e96f3b8026870f?fccid=ff44b3b24ffdb313&vjs=3,"Rs 25,000 - Rs 45,000 a month",Fresher,Posted today,On-going need to fill this role,"We are looking for FRESH & Experienced Call Center Representatives *FOR FULL SHIFTS*. The successful candidate will be able to accept ownership for effectively solving customer issues, complaints, and inquiries.
Responsibilities
· Follow communication “scripts” when handling different topics
· Identify customers’ needs, clarify information, research every issue, and provide solutions and/or alternatives
· Build sustainable relationships and engage customers by taking the extra mile
Requirements
· Excellent phone and verbal English communication skills along with active listening
· Customer focus and adaptability to different personality types
Benefits:
· Healthy Commission + Rapid career growth
· Fixed Basic Salary along with Monthly Bonuses
· No Targets
· Appraisals
· Job Security
Shift Timings (Full Time)
7:45 pm to 5:00 am
Salary Package (Full time)
35000/- basic Salary + bonuses and commissions if any sales are made by the candidate.
Location:
216 Gulshan Block, Allama Iqbal Town, Lahore.
Important Note: We aren't a third party and hiring directly.
NOTE: This is an on-site night shift job in US Based Call Center
Job Types: Full-time, Temporary, Contract, Internship, FresherContract length: 12 months
Salary: Rs25,000.00 - Rs45,000.00 per month
Application Question(s):

This is an on-site night shift job. Are you able to do this?
"
