Job Title,Company,Location,Job Link,Salary,Job Type,Posted Date,Vacancy,Description
Assistant Accountant,Rocket Courier Services,Karachi,https://pk.indeed.com/company/Rocket-courier-services/jobs/Assistant-Accountant-e30765fd26656992?fccid=77e0037693a4e9fe&vjs=3,,N/A,Posted 14 days ago,Hiring 1 candidate for this role,"Making Invoices and resolve Queries of Customers regarding Invoices
Ability to commute/relocate:

Karachi: Reliably commute or planning to relocate before starting work (Required)
"
Accountant,Falaknaz Group,Karachi,https://pk.indeed.com/company/Falaknaz-Group/jobs/Accountant-dd40f156dda5d8b5?fccid=f200fe4040ca56e0&vjs=3,"Rs 30,000 - Rs 35,000 a month",Full-time,Posted 15 days ago,Hiring 6 candidates for this role,"Candidates should have a great command on Ms Office, Petty Cash Management, Bank Reconciliation, Receipt of Client, and Payment of Vendors.
Job Type: Full-time
Salary: Rs30,000.00 - Rs35,000.00 per month
Ability to commute/relocate:

Karachi: Reliably commute or planning to relocate before starting work (Required)
"
Accountant,Lamama Foods,Karachi,https://pk.indeed.com/company/Lamama-Foods/jobs/Accountant-a0a14a3a4eb4f349?fccid=fe86b2c34851c8fd&vjs=3,,Full-time,Posted 30+ days ago,Application response rate: 75%,"A leading industrial catering company requires an accountant in account department. The minimum qualification must be a B.com or equivalent. Must have computerize accounting knowledge particular in Quick books.
Market competitive salary and other fringe benefits.
Job Type: Full-time
Ability to commute/relocate:

Karachi: Reliably commute or planning to relocate before starting work (Required)
"
ACCOUNT ASSISTANT,Matrix International trading Co.,Karachi,https://pk.indeed.com/company/Matrix-International-trading-Co./jobs/Account-Assistant-395aa74711649661?fccid=96a4d41e898dda49&vjs=3,"Rs 30,000 - Rs 50,000 a month",Full-time,Posted 30+ days ago,Application response rate: 69%,"We Are Looking For A Accountant For Our Company
JOB TYPE : Full Time
EXPERIENCE :Minimum 3 years plus of experience as account assistant/ Officer in Reputable Organization
FULL JOB DESCRIPTION:

Managing a Company's Accounts payable and receivable.
Monitoring Daily Communications and Answering any Queries.
Preparing Statutory Accounts.
Ensuring Payments, Amounts and Records are Correct.
Working with Spreadsheets Sales and Purchase Ledgers and Journals.
Controlling Credit and Chasing Debit.
Invoice Processing & Filing .
Processing Expense request for the accountant to approve.
keep proper filling system and monitor datqa entry on EPR.
Ability to work under pressure ability to complete tasks on daily basis.
Process transactions related to accounts payable and accounts receivable,payroll ,fixed assets.
Bank Reconciliation.
Updating and maintainig procedural documentation.

SKILLS

Microsoft Excel
Microsoft Word
Data Entry Operations

JOB TYPE:

Full Time

SALARY:

30K TO 50K per Month

EDUCATION:

BACHELOR'S IN COMMERCE (Preferred)

EXPERIENCE:

Minimum 2 Years of Experience as Account Assistant / Officer in Reputable Organizations

COVID-19 CONSIDERATIONS:

No

ABILITY TO COMMUTE / RELOCATE:

Karachi: Reliably commute or planning to relocate before starting work (Required)

Job Type: Full-time
Salary: Rs30,000.00 - Rs50,000.00 per month
Ability to commute/relocate:

Karachi: Reliably commute or planning to relocate before starting work (Required)
"
Accountant,UNITED TOWEL EXPORTERS PRIVATE LIMITED,Karachi,https://pk.indeed.com/company/United-Towel-Exporters-Private-Limited/jobs/Accountant-b4dd3b416ddaa351?fccid=fea2d71fb613ea15&vjs=3,,Full-time,Posted 30+ days ago,Hiring 1 candidate for this role,"Job description
We are hiring Accountant.
Qualifications:
- Bachelor’s in Commerce / BBA
Requirements:
- Receive and process invoices and billing statements.
- Perform general accounts payable and accounts receivable duties.
- Receive and process invoices and billing statements.
- Responsible for outsourced vendor billing.
- Responsible for stock balancing and consumption.
- Provide assistance in accounting staff and department with day-to-day accounting duties.
- Performing reconciliation of accounts.
- Processing payments and invoices accurately and within expected time periods.
Skills Required:
- Knowledge of basic bookkeeping procedures.
- Familiarity with finance regulations.
- Detail Oriented; Organized.
- Strong written and oral communication skills.
Experience:
- 1 year (Preferred)
Job Type: Full-time"
ACCOUNT ASSISTANT,Matrix International trading Co.,Karachi,https://pk.indeed.com/company/Matrix-International-trading-Co./jobs/Account-Assistant-395aa74711649661?fccid=96a4d41e898dda49&vjs=3,"Rs 30,000 - Rs 50,000 a month",Full-time,Posted 30+ days ago,Application response rate: 69%,"We Are Looking For A Accountant For Our Company
JOB TYPE : Full Time
EXPERIENCE :Minimum 3 years plus of experience as account assistant/ Officer in Reputable Organization
FULL JOB DESCRIPTION:

Managing a Company's Accounts payable and receivable.
Monitoring Daily Communications and Answering any Queries.
Preparing Statutory Accounts.
Ensuring Payments, Amounts and Records are Correct.
Working with Spreadsheets Sales and Purchase Ledgers and Journals.
Controlling Credit and Chasing Debit.
Invoice Processing & Filing .
Processing Expense request for the accountant to approve.
keep proper filling system and monitor datqa entry on EPR.
Ability to work under pressure ability to complete tasks on daily basis.
Process transactions related to accounts payable and accounts receivable,payroll ,fixed assets.
Bank Reconciliation.
Updating and maintainig procedural documentation.

SKILLS

Microsoft Excel
Microsoft Word
Data Entry Operations

JOB TYPE:

Full Time

SALARY:

30K TO 50K per Month

EDUCATION:

BACHELOR'S IN COMMERCE (Preferred)

EXPERIENCE:

Minimum 2 Years of Experience as Account Assistant / Officer in Reputable Organizations

COVID-19 CONSIDERATIONS:

No

ABILITY TO COMMUTE / RELOCATE:

Karachi: Reliably commute or planning to relocate before starting work (Required)

Job Type: Full-time
Salary: Rs30,000.00 - Rs50,000.00 per month
Ability to commute/relocate:

Karachi: Reliably commute or planning to relocate before starting work (Required)
"
Accountant,Saif Group of Companies,Karachi,https://pk.indeed.com/company/Saif-Group-of-Companies/jobs/Accountant-0ede03d5743cda07?fccid=0256c5a1ed885165&vjs=3,"Rs 50,000 a month",Full-time,Posted 7 days ago,Hiring 10+ candidates for this role,"Saif Group
Education & Experience
ACCA qualified with +1 year of full-time experience
Relevant experience (1-3 years) preferably within a similar operating model and similar sector
Key Responsibilities

Provide support to the P&F
Responsible for the preparation of the monthly Opex, A&P and cash flow forecast.
Accountable for creating, updating and maintaining financial models to provide detailed monthly and quarterly forecasts for the company
Compare forecasts against budgets and prior month forecasts.
Performs variance analysis to explain differences in performance and make improvements going forward
Preparation of internal management reports (e.g. DRM, MPR) for executive leadership

Job Type: Full-time
Salary: From Rs50,000.00 per month
Ability to commute/relocate:

karāchi: Reliably commute or planning to relocate before starting work (Required)

Experience:

Quick book: 1 year (Preferred)
"
Accounts Executive,MERCURY FREIGHT SERVICES,Karachi,https://pk.indeed.com/company/MERCURY-FREIGHT-SERVICES/jobs/Account-Executive-ecfda0a24654b0dd?fccid=2871d9325ef34f85&vjs=3,"Rs 55,000 - Rs 70,000 a month",Full-time,Posted 30+ days ago,Application response rate: 51%,"
Manage all accounting transactions.
Maintain day to day accounting activity in bank and cash records.
Maintain payables and receivables and follow up on payments.
Knowledge of SRB and Tax matters.
Prepare payroll and manage petty cash.
Correspondence with Local and International service providers, banks and Customers with respect to receivable and payable.
Manage balance sheets and profit/loss statements.
Prepare invoices and statements.
Candidate should have a Bachelor’s in Accounting & Finance Or Relevant Degree
5 to 7 years of hands on Work experience as an Accountant
Excellent knowledge of accounting regulations and procedures.
Hands-on experience with accounting software like QuickBooks & ERP
Advanced MS Excel skills
Experience with general ledger functions
Strong attention to detail and good analytical skills

Job Type: Full-time
Salary: Rs55,000.00 - Rs70,000.00 per month
Ability to commute/relocate:

Karachi: Reliably commute or planning to relocate before starting work (Required)

Application Deadline: 08/03/2023"
Accountant,Faisal Sanitary Fittings,Karachi,https://pk.indeed.com/company/Faisal-Sanitary-Fittings/jobs/Accountant-24f747f5da2e8906?fccid=e4137a13c7d4b9bd&vjs=3,"Rs 50,000 a month",Full-time,Posted 30+ days ago,On-going need to fill this role,"We are looking for an Accountant with 2-3 years of experience to play an effective role in our organization with the following responsibilities
· Time Punctuality
· Manage all accounts transactions
· Cash handling and reconciliation every End of the Day
· All associated finance entries
· Monthly Salary sheet
· Financial statements in time
· Handle Annual closing
· Reconcile accounts payable and receivable.
· Ensure timely bank payments.
· Compute taxes and prepare tax returns.
· Manage balance sheets and profit/loss statements
· Prepare daily Expense Sheet
· Identify issues and strategize solutions
Job Type: Full-time
Salary: From Rs50,000.00 per month
Education:

Bachelor's (Preferred)

Experience:

3 years (Preferred)

Expected Start Date: 01/02/2023"
Accountant,FRESH BASKET,Karachi,https://pk.indeed.com/company/Fresh-Basket-Support/jobs/Accountant-916321cf66b15ca4?fccid=3948e58907e7d27c&vjs=3,"Rs 35,000 - Rs 100,000 a month",Full-time,Posted 30 days ago,Hiring 10+ candidates for this role,"About us
We are professional, innovative and challenging.
Our work environment includes:

Modern office setting
Growth opportunities
Casual work attire
Relaxed atmosphere
Flexible working hours
Company perks
On-the-job training

Job description
Are you a highly motivated individual with strong analytical skills and attention to detail? Fresh Basket is seeking an exceptional accountant to join our accounting team. As an accountant at Fresh Basket, you will be responsible for managing the financial records of our company, including accounts payable and accounts receivable, preparing and analyzing financial statements, performing budget analysis, forecasting, and identifying trends in financial data.
The ideal candidate should have a bachelor's degree in accounting or a related field and be highly organized, with the ability to work effectively in a fast-paced environment. You should have experience in a similar role and possess excellent communication skills.
At Fresh Basket, we value our employees and offer a competitive salary, medical insurance, and other benefits. We are committed to the professional development of our employees and provide opportunities for growth and advancement within the company. As an Accountant at Fresh Basket, your primary responsibilities will include:
· Maintaining and updating financial records, including accounts payable and accounts receivable
· Preparing and analyzing financial statements and reports
· Performing budget analysis and forecasting
· Identifying and analyzing trends in financial data
· Assisting with the preparation of income and sales tax returns
Providing support to other team members as needed
To be successful in this role, you should have strong analytical skills and attention to detail. You should also be highly organized and able to work effectively in a fast-paced environment. A bachelor's degree in accounting or a related field is preferred, as is experienced in a similar role.
Please note that candidates should preferably live nearby the work destination.
Age Limit: 25 or 35
Interviews for this exciting opportunity are taking place at our Head Office, Plot 33-C, Floor 3rd, St 1 Badar Commercial Phase 5 DHA KHI. Interview timings are 1:00 PM to 5:00 PM. Please note that candidates should preferably live nearby the work destination.
Send your resume with Subject: +923192422419 WhatsApp only.
Please bring your updated resume along.
You will be speaking to: Sabir Hussain Fresh Basket Human Resource Department
Job Type: Full-time
Salary: Rs35,000.00 - Rs100,000.00 per month
Application Question(s):

How old are you?

Education:

Bachelor's (Preferred)

Experience:

Accountant: 3 years (Preferred)

Language:

English & Urdu (Preferred)
"
Senior Accountant,ABM Group of Compnaies,Karachi,https://pk.indeed.com/company/Binary-Vibes-Pvt-Ltd/jobs/Senior-Accountant-ec1831b1af0c5b82?fccid=393f8303e617a2e8&vjs=3,,Full-time,Posted 18 days ago,Hiring 1 candidate for this role,"Responsibilities:

Responsible for day-to-day finance and accounts operations, handling of financial and cost accounting role.
Processing of Invoices and payments.
Maintain the finance reports.
Record the documents of fund transfer into the system on daily basis.
Bank Reconciliation and management of bank deposits.
Maintain Ledger Statements on monthly basis.
Maintains Accounts files, Petty Cash Handling, Posting Debit/Credit Vouchers.
Cheque collection and deposit in the bank and maintain Bank Vouchers statements.

Requirements:Experience: 03 - 05 years of relevant experience.Qualification: ACCA, CA, B.COM, BBA/MBA in FinanceCommand on MS-Office.Location: Karachi.
Job Type: Full-time"
ASSISTANT ACCOUNTANT,Matrix International trading Co.,Karachi,https://pk.indeed.com/company/Matrix-International-trading-Co./jobs/Assistant-Accountant-e1301749b963d4ad?fccid=96a4d41e898dda49&vjs=3,"Rs 30,000 - Rs 50,000 a month",Full-time,Posted 26 days ago,Application response rate: 69%,"We Are Looking For A Accountant For Our Company
JOB TYPE : Full Time
EXPERIENCE :Minimum 3 years plus of experience as assistant accountant/ Officer in Reputable Organization
FULL JOB DESCRIPTION:

Managing a Company's Accounts payable and receivable.
Monitoring Daily Communications and Answering any Queries.
Preparing Statutory Accounts.
Ensuring Payments, Amounts and Records are Correct.
Working with Spreadsheets Sales and Purchase Ledgers and Journals.
Controlling Credit and Chasing Debit.
Invoice Processing & Filing .
Processing Expense request for the accountant to approve.
keep proper filling system and monitor datqa entry on EPR.
Ability to work under pressure ability to complete tasks on daily basis.
Process transactions related to accounts payable and accounts receivable,payroll ,fixed assets.
Bank Reconciliation.
Updating and maintainig procedural documentation.

SKILLS

Microsoft Excel
Microsoft Word
Data Entry Operations

JOB TYPE:

Full Time

SALARY:

30K TO 50K per Month

EDUCATION:

BACHELOR'S IN COMMERCE (Preferred)

EXPERIENCE:

Minimum 2 Years of Experience as Account Assistant / Officer in Reputable Organizations

COVID-19 CONSIDERATIONS:

No

ABILITY TO COMMUTE / RELOCATE:

Karachi: Reliably commute or planning to relocate before starting work (Required)

Job Type: Full-time
Salary: Rs30,000.00 - Rs50,000.00 per month
Ability to commute/relocate:

Karachi: Reliably commute or planning to relocate before starting work (Required)
"
Accountant,Pak Agro Oil Mills (Pvt) Limited,Karachi,https://pk.indeed.com/company/Pak-Agro-Oil-Mills-(Pvt)-Limited/jobs/Accountant-6791883ecce3af54?fccid=81fb5e1e6f158caf&vjs=3,"Rs 40,000 - Rs 50,000 a month",Full-time,Posted 25 days ago,Hiring 1 candidate for this role,"We currently have an opening for an accountant in our factory located in Port Qasim. We’re seeking a highly motivated individual with a minimum of 5-years of experience in Towel Industry. Candidates resides near Landhi, Korangi, Malir, Gulshan-e-Hadeed will be preferred.
Duties & Responsibilities:

Preparation of monthly department-wise production reports.


Production trends along with a comparison with the previous months.


Assisting in the preparation of monthly department-wise costing reports & cost comparisons.


Making cost estimates of materials, and analyzing their prices.


Preparation of monthly stock valuation report.


Preparing monthly material usage variance analysis of all production departments.


Monitor relevant expenditures, analyze revenues and determine budget variances, and report the same to management.


Respond to accounting inquiries from management in a timely manner.


Provide guidance to subordinates when needed.


Working experience in ERP

Job Type: Full-time
Salary: Rs40,000.00 - Rs50,000.00 per month
Ability to commute/relocate:

Karachi: Reliably commute or planning to relocate before starting work (Preferred)

Education:

Bachelor's (Preferred)

Experience:

Terry Towel: 5 years (Preferred)

Language:

English (Preferred)
"
Charted Accountant required in Saudi VISA + Housing + Transport,الراعي لخدمات العقار,Karachi,https://pk.indeed.com/company/%D8%A7%D9%84%D8%B1%D8%A7%D8%B9%D9%8A-%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%D8%A7%D9%84%D8%B9%D9%82%D8%A7%D8%B1/jobs/Charted-Acco-9518b6398422e9b5?fccid=936a0a2ce8f04aac&vjs=3,,Full-time,Posted 4 days ago,Hiring 1 candidate for this role,"We’re looking for a highly qualified Accounted to manage Companies accounting with modern and easy to understand charts and modern software.
Requirements

Accounting Experience 5+ years
Microsoft Office and Computer Using Skills
Accounting Software

Benefits230,000 PKR SalarySaudi visa includedTransportHousingInsurance
The Job is in Saudi Arabia Jeddah
Job Type: Full-time
Salary: From Rs230,000.00 per month
Application Question(s):

Are you willing to Relocate to Jeddah Saudi Arabia?

Education:

Master's (Required)

Experience:

Sales: 3 years (Required)

License/Certification:

Driving License (Required)
"
Accountant,Friends of Burns Centre,Karachi,https://pk.indeed.com/company/Friends-of-Burns-Centre/jobs/Accountant-5c2cb9b158489c80?fccid=01789e533cb4e26c&vjs=3,"Rs 40,000 a month",Full-time,Posted 10 days ago,Hiring 1 candidate for this role,"Minimum B.com
Minimum 2 years experience (Preferably Hospital experience).
Job Type: Full-time
Salary: Up to Rs40,000.00 per month
Ability to commute/relocate:

Karachi: Reliably commute or planning to relocate before starting work (Required)

Application Deadline: 02/04/2023"
Accountant,Media House,Karachi,https://pk.indeed.com/company/Krystalite-Product-(Pvt.)-Ltd/jobs/Accountant-e9c1de9f4bd433c0?fccid=e7bf840e49e99590&vjs=3,"Rs 60,000 - Rs 70,000 a month",Contract,Posted 30+ days ago,Hiring 1 candidate for this role,"Required: Accountant (Contractual Position) Qualification: BBA / MBA – Finance / M. Com. Experience: Minimum 02 Years in relevant field. Location: Karachi Responsibilities: Follow up on Petty Cash Vouchers from all Bureaus. Verifying Supporting Documents of all Vouchers. Posting of CPV into Accounting Software. Attain approval from CFO and Director Finance of Cash Register Receiving, sorting & verifying supporting documents and approvals in payable invoices Security & Kitchen Supplies Utilities and Internet Vehicle and Generator Rentals Maintaining of Federal and Sindh Sales Tax Invoices for recording of SST return Recording of Payable Invoices after duly checking. Responsible of maintaining Duplicate Copies of JV’s and proper filing. Forwarding of Invoices with JVs for payment to Vendors. Capitalization and Allocating of Fixed Asset in Accounting Software. Assist Finance Manager in Depreciation Process. Reconciliation of Payable Ledgers. Furnishing of records for Annexure “A” in SST Return Providing of Annexure “C” to Agencies and Clients.
Job Type: ContractContract length: 3 months
Salary: Rs60,000.00 - Rs70,000.00 per month
Ability to commute/relocate:

Karachi: Reliably commute or planning to relocate before starting work (Required)
"
Accountant,Universal Motors Pakistan,Karachi,https://pk.indeed.com/company/Universal-Motors-Ltd/jobs/Accountant-289ed51810298a23?fccid=e4abde1ffd38fb5d&vjs=3,"Rs 50,000 a month",Full-time,Posted 30+ days ago,Application response rate: 84%,"Universal Motors is looking for suitable/experienced candidates for the position of Accountant to manage all financial terms and Aspects of the company. Accountant responsibilities include maintaining financial documents and procedures, calculating tax payments and returns.
Requirements and skills:
BSc in Accounting, Finance or relevant degree.
Additional certification (CPA or CMA) is a plus. (Optional)
2 to 3 years work experience as an Accountant.
Advanced MS Excel skills including pivot tables.
Strong attention to detail and good analytical skills.
Income tax Filer knowledge, he should know income tax compliance with FBR.
EOBI Knowledge.
Provident Fund Knowledge.
Job timings: 10 AM – 7 PM
Job Location: NIPA, Gulshan-e-Iqbal, Karachi.
Job Type: Full-time
Salary: Rs50,000.00 per month"
