Job Title,Company,Location,Job Link,Salary,Job Type,Posted Date,Vacancy,Description
MEDICAL BILLING SPECIALIST,Villaex Technologies,Lahore,https://pk.indeed.com/company/Villaex-Technologies/jobs/Medical-Billing-Specialist-3ffa5b36eb218e27?fccid=cb45d3c1b809edac&vjs=3,"Rs 55,000 - Rs 75,000 a month",Full-time,Posted 22 days ago,Hiring 3 candidates for this role,"Role & Responsibilities:

Review and process medical claims using appropriate coding and billing systems


Follow up on unpaid or denied claims with insurance companies and other payers


Resolve billing discrepancies and errors in a timely manner


Maintain complete and accurate patient billing records


Communicate with patients and healthcare providers as needed to resolve billing issues


Stay up-to-date on insurance company billing policies and procedures

Qualification:
· Must have prior experience as a medical biller working with medical providers, insurance companies and patients (US Based)
· Have at least 1.5 year of prior experience as a medical biller working with medical providers, insurance companies and patients (US based).
· Familiar with Revenue Cycle Management.
· Command on using medical billing software.
· Effective communication and customer service skills.
· Fluency in spoken & written English is a must.
· Medical coding experience (ICD/CPT/HCPCS) preferred.
· Bachelor’s degree preferred; intermediate required.
Location:
Johar Town, Lahore
Shifts:
Night Shift
Salary Package:
55,000 - 75,000
Experience:
2 years will be preferred
Job Type: Full-time
Salary: Rs55,000.00 - Rs75,000.00 per month
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Required)

Application Deadline: 31/03/2023"
SEO Content Writer / Copywriter,PureLogics,Lahore,https://pk.indeed.com/company/Purelogics/jobs/SEO-Content-Writer-345c34e73120868f?fccid=4d568e5947a984e6&vjs=3,"Rs 60,000 - Rs 100,000 a month",Full-time,Posted 5 days ago,Hiring 1 candidate for this role,"Job Description:
PureLogics is looking for an experienced SEO Content Writer / Copywriter
Ideal Candidate:
To be a successful copywriter, you should have exceptional writing and research skills and the ability to adapt to the varying needs of your clients or companies. You should be punctual, motivated, and detail-oriented.
Responsibilities:

Write compelling content for web, mobile, product, advertising, and marketing materials
Produce well-written content that is SEO-friendly and optimized for conversion
Create compelling persuasive email copy, landing pages, and marketing campaigns
Write eBooks, case studies, and white papers (Optional)
Write high-quality product descriptions and provide supporting content
Collaborate with designers and creative teams
Work with analysts to ensure messaging is consistent across the company
Define key messages and brand voice for external communications
Collaborate with designers, PR and other professionals on large- and small-scale marketing projects (e.g. email campaigns and landing pages)
Conduct high-quality research
Edit and proofread copy as needed
Use SEO principles to maximize copy’s reach

Required Skills:

SEO Writing
Website content
Book & eBook writing (Optional)
Case Studies
Product Description
Article & Blog Posts
Press Releases
Sales Copy

Other Requirements:

Bachelor’s degree in English, communications, or a related field.
Newsletters and PR writing is a plus
Demonstrated writing skills.
Experience writing copy or with a specific industry, such as healthcare, marketing, or technology, may be beneficial or required.
Strong communication, research, and typing skills.
Creativity, resourcefulness, flexibility, and motivation.
Ability to understand the needs associated with a project and the target audience.
Responsibilities:
Working as an active team member in an agile team and participating in the entire development lifecycle, from requirements to delivery, and being a strong individual contributor in our team-oriented environment
Implementing system enhancements and new features to support the existing or new business processes.
About Us:
PureLogics is a full services technology company with having presence in USA, UAE, and in Lahore. Over the past 15 years, we have matured from a narrowly-focused five-person team to a well-established technology hub with around employees. We’re CMMI Level 2 and ISO Certified company and highly acclaimed AWS consulting partners.The success of our business mainly lies in building a team of A-players, who work together and build together, and who crave perfection in everything they produce for our elite clients. We offer the opportunity to young and enthusiastic individuals that are eager to take on tough challenges under our mentorship toward a bright future.

*

What are we offering?
Health Insurance
Provident Fund
Annual Paid Leaves
Compensation Plans
Paid Certifications & Training
Car Finance Program
Bike Finance Program

Job Type: Full-time
Salary: Rs60,000.00 - Rs100,000.00 per month
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Required)
"
International Recruiter,IBSTEC,Lahore,https://pk.indeed.com/company/IBSTEC/jobs/International-Recruiter-793a7480a733e7fd?fccid=6c28e3893d2bc6ad&vjs=3,"Rs 60,000 - Rs 100,000 a month",Full-time,Posted 30+ days ago,Hiring 5 candidates for this role,"Job Description:
We are a UK based Recruitment agency; looking for the candidates who will be providing recruitment services for off-shores clients in the UK. The process involves calling qualified staff in the UK and shortlisting the interested candidates for an interview so they must possess good English language skills. A proactive approach is required to attract healthcare staff in the UK via telephone & emails.Timings:UK shift timings 1 pm to 10 pm 5 days a week
Education & Experience:

Graduation or Intermediate
1 or 2 years in Healthcare Recruitment or any international call centre is preferred but fresher can also apply.

What we need:

Strong communication skills; fluency in English (written & verbal)
Computer literacy
Disciplined, punctual and a fast learner

Salary:Starting from 60,000 to 100,000 per month based on target (depending on experience & Interview)
Fixed salary + bonusCompany Benefits:

Provident Fund
Incentives
Eid Bonus
New Year Bonus

Job Type: Full-time
Salary: Rs60,000.00 - Rs100,000.00 per month
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Required)
"
Internship Program (3 to 9 Months),Ai4lyf,Lahore,https://pk.indeed.com/company/Ai4lyf/jobs/Internship-Program-6f833402eba6285c?fccid=2bac158e9414aed6&vjs=3,"Rs 15,000 a month",Internship,Posted 5 days ago,Hiring 2 candidates for this role,"Location: Gulab Devi Hospital and Mayo Hospital
Company: AI4LYF
Job Description: The AI4LYF internship program offers medical students/professionals the opportunity to gain valuable experience. This internship program focused on collecting medical data on respiratory diseases and would provide valuable hands-on experience in the growing field of AI-based healthcare.
Key Responsibilities:

Gather information from patients and fill it in provided form and app.
Record acoustic data of respiratory disease patients using provided application.
Work with healthcare service providers and staff to collect and organize medical data, including patient demographics, diagnoses, treatments, and outcomes.
Ensure the accuracy and completeness of collected data through regular quality control checks and data cleaning processes.
Follow personal and patient safety protocols for data collection.
Use statistical software and other tools to analyze medical data and generate reports and visualizations.

Qualification:
Student enrolled in Bachelor of Medicine/ Bachelor of Surgery (MBBS)/ Bachelor of Dental Surgery (BDS), Doctor of Physical Therapy (DPT)/ Bachelor of Science in Nursing (BSN) or related field.
Stipend:
Each intern will receive monthly stipend for this internship program which can prolong from 3 to 9 months.
Job Types: Full-time, InternshipContract length: 3-9 months
Salary: Rs15,000.00 per month
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Required)
"
Medical Billing Officer (USA Healthcare System),Nortec Software Pvt Ltd,Lahore,https://pk.indeed.com/company/Nortec-Software-Pvt-Ltd/jobs/Medical-Billing-Officer-3aa32a4dceea5504?fccid=8e9cce36379cb21a&vjs=3,"Rs 75,000 - Rs 110,000 a month",N/A,Posted 15 days ago,Application response rate: 85%,"Job Description: USA Medical Billing Officer
We are seeking experienced and detail-oriented Medical Billing Officer to join our healthcare team. The successful candidate will be responsible for accurately and efficiently processing medical claims within USA healthcare system, following up on unpaid or denied claims, and maintaining complete and accurate patient billing records.
Primary Responsibilities:

Review and process medical claims using appropriate coding and billing systems
Follow up on unpaid or denied claims with insurance companies and other payers
Resolve billing discrepancies and errors in a timely manner
Maintain complete and accurate patient billing records
Communicate with patients and healthcare providers as needed to resolve billing issues
Stay up-to-date on insurance company billing policies and procedures

Minimum Qualification:

Must have prior experience as a medical biller working with medical providers, insurance companies and patients (US based).
Working knowledge of Revenue Cycle Management.
Experience with medical billing software.
Effective communication and customer service skills.
Fluency in spoken & written English is a must.
Medical coding experience (ICD/CPT/HCPCS) preferred.
Bachelor’s degree preferred; intermediate required.

Special Notes: Please do not apply if you cannot communicate properly in English language (Read, Writing). Also, the working days from Monday to Saturday 6 PM to 3 AM. 
We are an equal opportunity employer and welcome applicants from all backgrounds to apply.
Pay: Rs75,000.00 - Rs110,000.00 per month
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Required)

Education:

Bachelor's (Preferred)

Experience:

2 plus years (Preferred)

Language:

Fluent English (Required)

Shift availability:

Night Shift (Required)
"
"Creators with Pharmaceutical, Healthcare, or Medical Experience",CrowdPharm,Lahore,https://pk.indeed.com/rc/clk?jk=67201e643893e056&fccid=d81a05c1349b4c88&vjs=3,,N/A,Posted 30+ days ago,,"
Job: Creators With Pharmaceutical, Healthcare, or Medical Experience
 Company: CrowdPharm
 Location: Remote
 Job Type: Freelance
 Job Description:
 CrowdPharm is a network of nearly 4,000 healthcare, medical, and pharmaceutical-focused talent in more than 90 countries—and we're looking for new talent to help us provide our clients with an abundance of the freshest ideas.
 Here's some more information about CrowdPharm. We are not a job site. We are a global community of on-demand talent ready to jump on client work and earn a little extra money. Our members understand that work is not guaranteed but is based upon clients' scopes of work. So if we are busy, you could be busy, too!
 Our projects put your expertise to the test, help grow your portfolio, and allow you to get paid fast and at the going market rates. And, as a member, you choose to accept work invitations and challenges that best fit your expertise and schedule. If you haven't already, check out the Q&A on our website.
 Any professional or amateur creator with experience in the pharmaceutical, healthcare, or medical fields is welcome, including:

Art directors and designers
Copy and content writers and editors
Animators, illustrators, and graphic artists
TV, film, and video producers
Web designers and developers
Medical illustrators, photographers, and PowerPoint designers
Market research and media planners
Social media content developers
And lots of other creative types!

To learn more about CrowdPharm and to apply, click here: https://www.crowdpharm.com/join-the-pharm
"
Biomedical Professionals,Popular Chemical Works (Pvt) Ltd,Lahore,https://pk.indeed.com/company/Popular-Chemical-Works-(Pvt).-Ltd/jobs/Biomedical-Professional-0c14906e0e19b8a8?fccid=e830b1a9b85f727e&vjs=3,"Rs 50,000 a month",Full-time,Posted 12 days ago,Hiring 3 candidates for this role,"Carrier Opportunity for Biomedical Professionals
We are an established Healthcare company with 70% market standing.
For our new venture we needed an energetic and self motivated Bio Medical Engineer.
To identify the right personals all candidates should be Lahore based.
REQUIREMENT:

BS – Bio Medical


BS – BM Technology


B-Tech Bio Medical


All candidates should be HEC/PEC registered.


Work experience in hospital setup will be preferred.

Interested Candidates may send their CV to the email: BME2023LHR@gmail.com. Only short listed candidates will be contacted.
Last Date of Application: March 30, 2023.
FOR FURTHER CONTACT:
+92 345 589 3641 (Whatsapp only)
+92 321 468 9889
Job Type: Full-time
Salary: From Rs50,000.00 per month
Application Deadline: 30/03/2023"
Clinical Coordinator,Capital Healthcare,Lahore,https://pk.indeed.com/company/Capital-Healthcare/jobs/Clinical-Coordinator-579644c246ec99eb?fccid=1095f96837abeafa&vjs=3,"Rs 30,000 - Rs 40,000 a month",Full-time,Posted 17 days ago,Hiring 2 candidates for this role,"We are looking to hire a clinical coordinator (For Medical Billing Company) with excellent organizational skills.Candidates should be confident and professional administrators with fantastic communication and fast typing skills that will contribute to the efficient day-to-day activities of the healthcare facility.Requirements:

Ability to work under pressure and react effectively to emergency situations.
Ability to work independently and as part of a team.
Typing skills/computer knowledge and Communication in English is Mandatory.
Fresh Candidates will be preferred.

Responsibilities:

Evaluate personnel and prepare daily reports.
Complete timely and accurate documentation of patient visits.

Capital Healthcare Employees Incentives:

Salary Range between PKR 35,000 to PKR 40,000 with Provident Fund and other perks; depending upon experience.
Timing will be 7pm to 4am. (Night Shift)
Upto Rs 10,000/month in provident fund.
Monthly Gas Money/Conveyance Allowance Rs: 5000
Fresh food and tea/coffee will be served at work
After six month of work, Health Insurance Card will be provided.
All Weekend we be take off.
Federal USA Holidays staff will be off if physicians offices in usa will be closed.
Annual leaves will be 14
One extra week will be off if someone getting married.
One day off on Eid and one on Eid ul Azha. More will go from annual leaves.

Please email CV at hr.capitalhealthcare@gmail.comThanks
Job Type: Full-time
Salary: Rs30,000.00 - Rs40,000.00 per month
Application Deadline: 30/03/2023"
Customer Services Agent,Medatron Private Limited,Lahore,https://pk.indeed.com/company/Medatron-Private-Limited/jobs/Customer-Service-Agent-9d6a04ccd252afca?fccid=316f27e5d64436b0&vjs=3,"Rs 39,999 - Rs 40,000 a month",Full-time,Posted 30+ days ago,Hiring 10+ candidates for this role,"Medatron is a leader in the Healthcare IT industry based out of Pakistan that provides technology services to its parent company in the US. We are currently looking for young and energetic Customer Service Representative for our office located at Johar Town, Lahore. We offer an excellent commission structure along with market competitive basic salary.
Duties & Responsibilities:

Calling customers in the US and getting all the relevant information from them.
Ensuring the customers are provided with all the information about the company’s product.
Ensuring all the information gathered is entered into the portal.
Following up on complex customer cases and ensuring resolution.
Ensuring highest level of customer service is provided at all times.

Requirements:

Prior experience in CGM campaign is highly desirable but not mandatory.
Job Timings: Monday to Friday 7pm till 4am (Eastern Time).
Six months call center experience but fresh candidates with Good Communications can also apply.
Experienced in customer dealing.
Excellent communication skills.
Ability to work within a team.
Excellent persuasion and negotiation skills

Job Type: Full-time
Pay: Rs39,999.00 - Rs40,000.00 per month
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Required)
"
Medical Billing Specialist,Progressive Resource,Lahore,https://pk.indeed.com/company/Progressive-Resource/jobs/Medical-Billing-Specialist-4de0278f07a35676?fccid=3dddca18de1202aa&vjs=3,"Rs 30,000 - Rs 35,000 a month",Full-time,Posted 30+ days ago,Application response rate: 55%,"Job Title: Medical Billing Specialist
Experience: Fresh
Location: Jail Road Gulberg II
Shift Timing: Night shift (6pm till 3am)
Job Type: Full-time
Job Summary:
We are seeking a highly motivated and enthusiastic individual to join our team as a Medical Billing Specialist. The successful candidate will be responsible for processing medical bills, resolving claim issues, and communicating with insurance providers to ensure accurate and timely payments. The position requires excellent communication skills and the willingness to work in a night shift from 6pm till 3am.
Key Responsibilities:

Verify patient insurance coverage and eligibility
Process medical bills and claims
Follow up with insurance providers to ensure timely and accurate payments
Resolve claim issues and denials
Communicate effectively with patients, insurance providers, and healthcare providers
Maintain accurate and up-to-date patient information
Adhere to all HIPAA regulations and compliance standards
Meet productivity and quality standards set by the company

Qualifications:

Bachelor’s degree in healthcare administration, business, or a related field
Good communication skills with proficiency in written and spoken English
Attention to detail and strong organizational skills
Ability to work in a fast-paced environment and meet deadlines
Knowledge of medical billing software and practices is a plus
Willingness to work in a night shift from 6pm till 3am

Benefits:

Paid time off and holidays
Fuel Allowance (After probation)
Opportunities for career growth and development

We are an equal opportunity employer and welcome applications from all qualified candidates.
Job Type: Full-time
Salary: Rs30,000.00 - Rs35,000.00 per month
Ability to commute/relocate:

Lahore: Reliably commute or planning to relocate before starting work (Required)
"
