Job Title,Company,Location,Job Link,Salary,Job Type,Posted Date,Vacancy,Description
Urgent Staff Requireds (part/full time),Sys Visas (Pvt) Limited,Rawalpindi,https://pk.indeed.com/company/Sys-Visas-(Pvt)-Limited/jobs/Staff-Required-1db5ca88ad259ee1?fccid=f0d9edb467364b4b&vjs=3,"Rs 28,000 - Rs 62,000 a month",Fresher,Posted 21 days ago,Hiring 4 candidates for this role,"Urgent Staff Required For Multiple positions..
Matric
Intermediates
Graduates
PHD
Master
Office + Online
Part Time ; 3 hours a day
Full Time; 7 hours a day
28000 to 62000 Sllary.
Job Types: Full-time, Part-time, Fresher
Salary: Rs28,000.00 - Rs62,000.00 per month
Ability to commute/relocate:

Rawalpindi: Reliably commute or planning to relocate before starting work (Required)

Education:

High School (Preferred)
"
Freshers Required As Front Desk Officer,ZEM GARDENIA,Islamabad,https://pk.indeed.com/company/ZEM-GARDENIA/jobs/Fresher-Front-Desk-Officer-6ea6e1af915735cb?fccid=22d98d9b915f59ac&vjs=3,"Rs 43,000 - Rs 61,000 a month",,,,
"Hr Cordinators Urgent Required""(Male And Female)",Raddium.co,Rawalpindi,https://pk.indeed.com/company/Raddium.co/jobs/Human-Resource-Cordinator-e3be1e2a9e1245a7?fccid=46cadc1fd52e01d0&vjs=3,"Rs 45,000 - Rs 85,000 a month",,,,
PTCL HELPLINE 1218,Pakistan Telecommunication Company Limited (PTCL),Rawalpindi,https://pk.indeed.com/company/Allied-Bank-Limited-(ABL)/jobs/Ptcl-Helpline-a9d7d187688bee9e?fccid=494d563d40e2b21f&vjs=3,"Rs 20,000 a month",,,,
Office Work (Part/Full Time),Discovery Enterprises,Rawalpindi,https://pk.indeed.com/company/Discovery-Enterprises/jobs/Office-Work-316da57bf88b9433?fccid=645977f9a8aee5a4&vjs=3,"Rs 27,000 - Rs 56,000 a month",,,,
Staff Hiring for New Project,MOHSIN SHAHEEN CONSTRUCTION COMPANY,Rawalpindi,https://pk.indeed.com/company/MOHSIN-SHAHEEN-CONSTRUCTION-COMPANY/jobs/Staff-New-Project-38352279a9265af9?fccid=a18d8f3e335733f0&vjs=3,"Rs 32,000 - Rs 55,000 a month",Part-time,Posted today,Hiring 4 candidates for this role,"Workers Needed for New project in rawalpindi/Islamabad.
Positions; Multiple
Salary; 32000 to 55000
Other Benefits; Accommodation
TIME; Full & Part Time
Apply Now..
Job Types: Full-time, Part-time
Salary: Rs32,000.00 - Rs55,000.00 per month
Ability to commute/relocate:

Rawalpindi: Reliably commute or planning to relocate before starting work (Required)

Education:

High School (Preferred)
"
Fresh Graduate students required for assistant Manager,Al barkat travel and tours,Rawalpindi,https://pk.indeed.com/company/Al-barkat-travel-and-tours/jobs/Fresh-Graduate-Student-Assistant-Manager-82991bbbd67ec27f?fccid=4fddc9cf25c4bedf&vjs=3,"Rs 57,500 - Rs 83,500 a month",Fresher,Posted 8 days ago,Hiring 3 candidates for this role,"Assistant Manager Responsibilities:Ensuring company policies are followed.Optimizing profits by controlling costs.Hiring, training and developing new employees.Resolving customer issues to their overall satisfaction.Maintaining an overall management style that follows company best practices.Providing leadership and direction to all employees.Ensuring product quality and availability.Preparing and presenting employee reviews.Working closely with the store manager to lead staff.Overseeing retail inventory.Assisting customers whenever necessary.Organizing employee schedule.Ensuring that health, safety, and security rules are followed.Taking disciplinary action when necessary.Ensuring a consistent standard of customer service.Motivating employees and ensuring a focus on the mission.Maintaining merchandise and a visual plan.Maintaining stores to standards, including stocking and cleaning.Completing tasks assigned by the general manager accurately and efficiently.Supporting store manager as needed.
Job Types: Full-time, Part-time, Fresher
Salary: Rs57,500.00 - Rs83,500.00 per month
Ability to commute/relocate:

Rawalpindi: Reliably commute or planning to relocate before starting work (Required)

Education:

Intermediate (Preferred)
"
URGENT PRINCIPAL REQUIRED,The Punjab School,Rawalpindi,https://pk.indeed.com/company/The-Punjab-School/jobs/Principal-5552a4899a0d94df?fccid=c8008275c6ca5829&vjs=3,"Rs 40,000 - Rs 70,000 a month",,,,
Vice principal required urgently,Education Hub Collegiate,Islamabad,https://pk.indeed.com/company/Education-Hub-Collegiate/jobs/Vice-Principal-ad1638c652f7547b?fccid=24ae7b9e9e1ac9ff&vjs=3,"Rs 60,000 - Rs 90,000 a month",,,,
Urgent Staff Required (Part/Full time),Peel Technologies (Pvt) Ltd,Rawalpindi,https://pk.indeed.com/company/Peel-Technologies-(Pvt)-Ltd/jobs/Staff-8d76623a6a581977?fccid=d931ddfc59e5c83a&vjs=3,"Rs 28,000 - Rs 58,000 a month",Internship,Posted 4 days ago,Hiring 5 candidates for this role,"We are seeking urgent staff for our running organization.
Multiple Options available in office work and Online work.
Location: Rawalpindi/Islamabad
Apply Now..
Job Types: Full-time, Part-time, Internship
Salary: Rs28,000.00 - Rs58,000.00 per month
Ability to commute/relocate:

Rawalpindi: Reliably commute or planning to relocate before starting work (Required)

Education:

High School (Preferred)
"
Functional Safety Engineer,ILM (Pvt) Ltd.,Islamabad,https://pk.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AMC_d2RYZ73wwZSUagHRH24f9yYz_m_GeDtXPqZsXpSyhvKNHAlFzlm4sZPO_NyUimgKYDtUF_jSm3QgmwFxb0v1IrqMKkDU3qJT3bpZrkgmW0DJouAFFgH3yj4oqFK2eJcJMz_sKrLk-2pkxDSjzpX8igMeHaCJTFshtd6PuYnaGzQrRdbL7f60QcwlhSpoleRHbSSHK861W9-kyk-cegBwO25SiehoTYSDMKP-fjC77qO-26sc-yy_2v6kE40ZrJvjmJbj3fiVwBjBrrq_VaYtG4umy_QOmuS4Z-MCMIhRrVTHCmHF6E25jVBN0SqMBIBh3umzGJiB-c9cRc2FCH-G-kuqQNvWCRQbE1KqCY3eXwL3QjotyJSqt7cwtlH5CoX_GXEMSQDjYiL9nMgRM9yW-4mR-2ddb9HZyeB8-hI4bK31BvTIuDASTbglx5ZjQZog2R1ednjli6tKtQwyqDIP_MuwhC8zyULTN-sA2wbhUe3Z5zmz5TGyBOPEjPsJIffjtJ2ayCFPrfQ1ycT1g_A-BUYQf0Ook=&xkcb=SoCs-_M3Rxi4bIR_oR0PbzkdCdPP&p=5&fvj=1&vjs=3,"Rs 98,000 a month",N/A,Posted 12 days ago,Hiring 3 candidates for this role,"Our company offers products and services that are rooted in deep subject matter expertise of the Safety, Cybersecurity, and Artificial Intelligence fields within embedded computing electronics.
Day to Day Responsibilities:

Develop and implement safety-related systems and processes for customers
Apply functional safety practices to products in the areas of Electrified Mobility, Intelligent Mobility (ADAS/AD), and Connected Mobility
Develop and maintain a safety plan to meet the customer-program timeline
Create/review Item Definition and Hazard Analysis and Risk Assessments
Derive safety requirements and create functional and technical safety concepts
Support the implementation of safety requirements at the hardware and software level
Perform necessary architectural verification reviews at a system, hardware, and software levels
Define required tests for verification and validation of safety requirements
Support safety reviews, process audits, and product functional safety assessments
Travel to customer engineering centers, and minimal travel overseas for collaboration and training

Education: 

B.S. in Electrical Engineering/Computer Science/Computer Engineering/Systems Engineering/Mechatronics Engineering or Master’s/PhD. degree in similar fields

Qualifications:

Experience - Minimum of 3 years of relevant experience as a systems engineer or software engineer or hardware design engineer in the automotive/avionics/oil&Gas industry
Experience – preferably 1 year of relevant experience in the functional safety area
Preferred Knowledge of ISO 26262 or IEC 61508 or similar industry safety standards is required
Preferred Experience in functional safety development of complex vehicle electrical systems
development, and safety analysis methods including FMEA and FTA
Excellent verbal and written communication skills
Highly motivated individuals with effective organizational skills and team working abilities
Working knowledge of MS Office package (especially Excel, Word, and PowerPoint)

Pay: From Rs98,000.00 per month
Ability to commute/relocate:

Islamabad: Reliably commute or willing to relocate with an employer-provided relocation package (Preferred)

Application Question(s):

Do you have minimum qualification and experience ?
"
Female Principal,Prudential Learning,Rawalpindi,https://pk.indeed.com/company/Prudential-Learning/jobs/Female-Principal-cfe531ab37f72f6c?fccid=cde4c3445ce33752&vjs=3,"Rs 80,000 - Rs 85,000 a month",Full-time,Posted 16 days ago,Hiring 4 candidates for this role,"We are looking for a new principal to join our team and foster a healthy learning environment for our students. Your primary responsibilities will be to supervise our education staff and oversee day-to-day school operations.
To succeed in this role, you should be able to make quick decisions under pressure and have a comprehensive understanding of the national education system and its regulations. Excellent communication and organizational abilities are also important skills you should demonstrate as a principal.
If you meet these requirements and you’re passionate about a leadership role in education, we’d like to meet you.
ResponsibilitiesOversee day-to-day school operationsManage school logistics and budgetsSet learning goals for students and teachers based on national curriculaMonitor and report on teacher performancePresent data from school performance to board membersResearch new resources and techniques to improve teachingInterview and hire school personnelReview and implement school policiesProvide guidance and counseling to teachersHandle emergencies and school crisesOrganize school events and assembliesEnsure a safe and clean environment for students (e.g. implementing hygiene rules)Attend conferences to gain knowledge on current educational trends
Job Type: Full-time
Salary: Rs80,000.00 - Rs85,000.00 per month"
Matric to B.A Students Required For Indoor Office Work,Al barkat travel and tours,Rawalpindi,https://pk.indeed.com/company/Al-barkat-travel-and-tours/jobs/Matric-B-Student-Indoor-Office-Work-690e739e29d5ba21?fccid=4fddc9cf25c4bedf&vjs=3,"Rs 35,000 - Rs 50,000 a month",Fresher,Posted 11 days ago,Hiring 8 candidates for this role,"Office Responsibilities:

Handling incoming calls and other communications.
Managing filing system.
Recording information as needed.
Greeting clients and visitors as needed.
Updating paperwork, maintaining documents, and word processing.
Helping organize and maintain office common areas.
Performing general office clerk duties and errands.
Organizing travel by booking accommodation and reservation needs as required.
Coordinating events as necessary.
Maintaining supply inventory.
Maintaining office equipment as needed.
Aiding with client reception as needed.
Experience as a virtual assistant.
Creating, maintaining, and entering information into databases.

Job Types: Full-time, Part-time, Fresher
Salary: Rs35,000.00 - Rs50,000.00 per month
Ability to commute/relocate:

Rawalpindi: Reliably commute or planning to relocate before starting work (Required)

Education:

High School (Preferred)
"
Teacher Staff required for office Management,RMS Global,Rawalpindi,https://pk.indeed.com/company/RMS-Global/jobs/Teacher-Staff-Office-Management-5e4e7394dfabfbce?fccid=2db3baab48f36a36&vjs=3,"Rs 55,000 - Rs 85,000 a month",Full-time,Posted 3 days ago,Hiring 3 candidates for this role,"We are on the hunt for a self-motivated and experienced teacher to join our qualified team of educators. As a teacher, you will be responsible for cultivating the students’ interest in education and development. Your responsibilities will include grading assignments, evaluating students’ progress, and planning educational activities.
You should be a competent professional with in-depth knowledge of teaching best practices and legal educational processes. In addition to having excellent written and verbal communication skills, our ideal candidate will also demonstrate outstanding presentation and interpersonal abilities.
Teacher Responsibilities:

Developing and issuing educational content including notes, tests, and assignments.
Supervising classes to ensure all students are learning in a safe and productive environment.
Organizing supplies and resources for lectures and presentations.
Delivering personalized instruction to each student by encouraging interactive learning.
Planning and implementing educational activities and events.
Ensuring your classroom is clean and orderly.
Preparing and distributing periodic progress reports and semester report cards.
Attending parent-teacher meetings.
Evaluating and documenting students’ progress.
Allocating and grading homework, assignments, and tests.

Job Type: Full-time
Salary: Rs55,000.00 - Rs85,000.00 per month
Ability to commute/relocate:

Rawalpindi: Reliably commute or planning to relocate before starting work (Required)
"
OFFICE WORKER,APSOL (Pvt.) Ltd.,Rawalpindi,https://pk.indeed.com/company/APSOL-(Pvt.)-Ltd./jobs/Office-Worker-7bf56cde9f282ea9?fccid=32ff2bf9a8b310dc&vjs=3,"Rs 32,000 - Rs 65,000 a month",Part-time,Posted 17 days ago,Hiring 3 candidates for this role,"We are looking for new staff in our company for office work.
Positions; Multiple
Sallary; 32000 to 65000
Location; Rawalpindi
Job Types: Full-time, Part-time
Salary: Rs32,000.00 - Rs65,000.00 per month
Ability to commute/relocate:

Rawalpindi: Reliably commute or planning to relocate before starting work (Required)

Education:

Middle School (Preferred)
"
Office Workers Urgent Required,Raddium.co,Rawalpindi,https://pk.indeed.com/company/Raddium.co/jobs/Office-Worker-6eb33fe8bba41968?fccid=46cadc1fd52e01d0&vjs=3,"Rs 35,000 - Rs 75,000 a month",Part-time,Posted 15 days ago,Hiring 5 candidates for this role,"We Need Male And Female For Office Fresh And Experienced Person Can Also Apply ""Urgent Required"" Available Working Options/Positions:_
-! HR Team Managment
Supervision
-! Hr Coordinator
-! Team administrative
-! Customer service/Public dealing
-! Training and Development
-! Data specialist
-! Data management
-! Social Media Work
Job Types: Full-time, Part-time
Salary: Rs35,000.00 - Rs75,000.00 per month
Ability to commute/relocate:

Rawalpindi: Reliably commute or planning to relocate before starting work (Required)

Education:

Intermediate (Preferred)
"
ADMIN/OFFICER MANAGER REQUIRED,Berkshire Global Education UK,Islamabad,https://pk.indeed.com/company/Berkshire-Global-Education-UK/jobs/Admin-Officer-Manager-d5eaba2142177299?fccid=edfe07d794faf295&vjs=3,"Rs 70,000 a month",Full-time,Posted 8 days ago,Hiring 1 candidate for this role,"ADMIN/OFFICER MANAGER REQUIRED
We are a British based Business Group with offices all over the world. We are looking for an enthusiastic professional female for our award-winning global company’s new office in Islamabad. Preferably, the person appointed should have minimum 2 years’ experience in sales/marketing or project management fields. Excellent spoken and written English is essential for this role.
Full marketing professional training designed & delivered by our trainers based in the UK and Pakistan.
· JOB TYPE: Full-Time
· SALARY PACKAGE: Rs. 50,000 to 70,000 (Including Basic + Commission) (Salary is based on previous experience/qualifications)
· TIMINGS: Monday to Friday 9:30am to 5:30pm with occasional half days on Saturdays)
Job Reference: BGE21/ /00613
Job Type: Full-time
Salary: From Rs70,000.00 per month
Ability to commute/relocate:

Islamabad: Reliably commute or planning to relocate before starting work (Preferred)
"
Office Assistant,Universities Page,Islamabad,https://pk.indeed.com/company/Universities-Page/jobs/Office-Assistant-2df8fad1e5dcd9c6?fccid=00e7c0ab77c8efe1&vjs=3,"Rs 35,000 - Rs 40,000 a month",Full-time,Posted 1 day ago,Application response rate: 93%,"Looking for office assistants to manage clients data and phone calls.
Responsibility

Manage clients data
Calling
Documentation
Staff management
Meeting with clients

What we offer

Basic salary with commission
Relex environment
Tea and lunch break

Job Type: Full-time
Salary: Rs35,000.00 - Rs40,000.00 per month
Education:

Bachelor's (Preferred)

Language:

English, urdu (Preferred)
"
Urgent Fresh Staff Required (Matric to Onwards),Hi_med surgical,Rawalpindi,https://pk.indeed.com/company/Hi_med-surgical/jobs/Fresh-Staff-d7fd4db133b14400?fccid=ecfe2a38201561b8&vjs=3,"Rs 22,000 - Rs 53,000 a month",Fresher,Posted 12 days ago,Hiring 7 candidates for this role,"We are looking for urgent staff for our running organization in multiple positions such as Human Resource, Customers' services, social media advisor, data management.
Qualification; Matric to Onwards
Male and Female both can apply.
Location; Rawalpindi
Apply Fast
Job Types: Full-time, Part-time, Fresher
Salary: Rs22,000.00 - Rs53,000.00 per month
Ability to commute/relocate:

Rawalpindi: Reliably commute or planning to relocate before starting work (Required)

Education:

High School (Preferred)
"
Assistant Tour Operator,Al barkat travel and tours,Rawalpindi,https://pk.indeed.com/company/Al-barkat-travel-and-tours/jobs/Assistant-Tour-Operator-7fe1b2e595aa0744?fccid=4fddc9cf25c4bedf&vjs=3,"Rs 40,000 - Rs 65,000 a month",Fresher,Posted 30+ days ago,Hiring 8 candidates for this role,"Guiding Star Ltd is a top incoming Tour operator in the country. We are looking for staff in all departments (Tour Operating; Operations, & Accounts); and at different levels. We are interested in people who want a career in tourism. Experience in tourism is pereferrable but not essential as we invest heavily in training staff.
Responsibilities:

Assist with all aspects of tour operating
Answer phone calls, schedule meetings and support visitors.
Carry out administrative and secretarial duties such as filing, typing, copying, binding, scanning etc...

Job Types: Full-time, Part-time, Fresher
Salary: Rs40,000.00 - Rs65,000.00 per month
Ability to commute/relocate:

Rawalpindi: Reliably commute or planning to relocate before starting work (Required)

Education:

Intermediate (Preferred)
"
Coordinator,Live Tuition Academy,Rawalpindi,https://pk.indeed.com/company/Live-Tuition-Academy/jobs/Coordinator-8254127c21f61129?fccid=55741acdf5e470f1&vjs=3,"Rs 35,000 - Rs 45,000 a month",,,,
Shift Manager (Night Shift) (Work from Office),Your Cloud Campus,Islamabad,https://pk.indeed.com/company/Your-Cloud-Campus/jobs/Shift-Manager-5798f2cefd4e460d?fccid=a7ebbfce3f46c9c7&vjs=3,"Rs 100,000 - Rs 120,000 a month",Full-time,Posted today,Hiring 2 candidates for this role,"Job Description:-

Manage staff in the day-to-day operations for functional area(s) of responsibility. Responsible for hiring and retaining staff, career coaching, personal development for direct reports and accountable for the performance of employees. Ensure work completion within schedule and constraints.
Evaluate business processes and operational and/or financial effectiveness. Analyze and resolve complex issues and provide alternative solutions as necessary. May lead process improvement for immediate unit.
Analyze unit needs and make recommendations to leadership for changes in staffing, facilities, health and safety compliance, finance, technology and/or administrative functions. Work with the Chair and/or Dean’s Office regarding resources to support faculty activities and interests.
Interpret, implement and ensure compliance with academic and administrative policies and procedures within an operating unit. Recommend new internal policies, guidelines and procedures.
Manage the finances across all sources for the annual budget, including developing, monitoring, analyzing, forecasting and reporting.
Manage and coordinate grants and contracts for the department.
Represent the unit’s business and academic operations within the organization.
Manage student and faculty program administration for their unit.

Skills and Abilities:-

Demonstrated supervisory skills including conflict resolution.
Excellent planning and organizational skills.
Excellent communication skills
Working knowledge of accounting, budget planning and financial forecasting.
Working knowledge of grants and contract administration.
Strong negotiation and effective interpersonal skills.
Solid analytical and problem solving skills.
Attention to detail and accuracy.
Strong expertise in business and management computer applications and databases.
Strong knowledge in industry standards.
Ability to multi-task and manage deadlines.
Subject matter expertise for area(s) of responsibility.
Able to keep abreast of general industry knowledge and trends

**Bachelor’s degree and three years of relevant experience in administrative and financial management, or combination of education and relevant experience.
Job Type: Full-time
Salary: Rs100,000.00 - Rs120,000.00 per month
Ability to commute/relocate:

Rawalpindi: Reliably commute or planning to relocate before starting work (Required)
"
Montessori Teachers,Benchmark Junior School,Rawalpindi,https://pk.indeed.com/company/Benchmark-School-System/jobs/Montessori-Teacher-15e5c9e8f921985c?fccid=90db45f46f3d97e4&vjs=3,"Rs 40,000 a month",Full-time,Posted 21 days ago,Application response rate: 67%,"Benchmark Junior School is looking for Early Years Teachers who are well spoken and experienced.
Interested candidate can send their cvs.
This is a Rawalpindi based position.
Job Type: Full-time
Salary: From Rs40,000.00 per month
Ability to commute/relocate:

Rawalpindi: Reliably commute or planning to relocate before starting work (Preferred)

Education:

Bachelor's (Required)

Experience:

teaching: 1 year (Required)

Language:

english (Required)
"
